Output for File: data/Communities and Crime Normalized/communities.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  
x114: -0.09  0.03 -0.07 -0.02 -0.02  0.60  0.01  0.36 -0.41  0.10  0.24  0.05  0.12  0.08 -0.06  0.60  0.21 -0.15 -0.07 -0.13 -0.23 -0.06  0.27 -0.10 -0.15 -0.09  0.01 -0.08 -0.01 -0.05 -0.03 -0.08  0.65  0.26  0.17  0.17 -0.04  0.26 -0.11 -0.09  0.05  0.04 -0.05  0.22  0.27  0.26  0.25  0.15 -0.35 -0.37 -0.32 -0.35 -0.05 -0.12  0.62  0.44  0.51  0.12  0.13  0.15  0.17  0.22  0.22  0.23  0.24 -0.24  0.26  0.27  0.20  0.02  0.04  0.09 -0.28  0.29  0.24 -0.21  0.56 -0.11 -0.28  0.37  0.00 -0.10  0.16  0.22 -0.03 -0.01  0.01 -0.07 -0.05 -0.04 -0.06  0.16  0.08  0.05  0.48  0.42  0.21 -0.10 -0.05  0.06 -0.05  0.49  0.58  0.69  0.61  0.53  0.60  0.66  0.58  0.66  0.50  0.84  0.75  0.46  1.00  0.53  0.68  0.61  0.38  0.26  0.27  0.57  0.50  0.67  0.55  0.65  0.54  0.21 
x115: -0.04  0.06 -0.02 -0.02 -0.01  0.70 -0.07  0.25 -0.26  0.07  0.10 -0.01  0.07  0.05 -0.01  0.70  0.14 -0.10 -0.06 -0.10 -0.13 -0.03  0.16 -0.06 -0.10 -0.04  0.05 -0.07 -0.02 -0.05 -0.03 -0.07  0.71  0.15  0.08  0.10 -0.01  0.14 -0.06 -0.09  0.04  0.00 -0.02  0.18  0.21  0.19  0.19  0.04 -0.26 -0.27 -0.23 -0.26 -0.03 -0.07  0.75  0.34  0.63  0.09  0.10  0.12  0.13  0.15  0.15  0.15  0.16 -0.12  0.14  0.14  0.07 -0.07 -0.05  0.00 -0.21  0.15  0.19 -0.16  0.65 -0.09 -0.21  0.27 -0.01 -0.11  0.09  0.14 -0.03 -0.01  0.02 -0.05 -0.04 -0.02 -0.04  0.09  0.04  0.03  0.70  0.61  0.13 -0.09 -0.04  0.02 -0.07  0.92  0.54  0.37  0.57  0.84  0.56  0.47  0.54  0.45  0.41  0.51  0.34  0.25  0.53  1.00  0.55  0.40  0.47  0.23  0.26  0.78  0.90  0.47  0.34  0.50  0.49  0.13 
x116: -0.08  0.06 -0.03 -0.02 -0.02  0.64 -0.11  0.26 -0.29  0.13  0.13 -0.01  0.12  0.08 -0.03  0.65  0.27 -0.12 -0.04 -0.16 -0.14 -0.05  0.17 -0.08 -0.11 -0.04  0.04 -0.08  0.00 -0.07 -0.02 -0.07  0.61  0.17  0.06  0.09 -0.01  0.16 -0.03 -0.08  0.02 -0.01 -0.03  0.25  0.27  0.27  0.26  0.02 -0.31 -0.32 -0.27 -0.32 -0.02 -0.07  0.56  0.36  0.47  0.15  0.17  0.19  0.20  0.20  0.21  0.21  0.21 -0.16  0.18  0.14  0.07 -0.10 -0.07 -0.01 -0.28  0.18  0.26 -0.23  0.61 -0.11 -0.29  0.30 -0.05 -0.12  0.10  0.11  0.00  0.01  0.02 -0.02 -0.02  0.00 -0.03  0.13  0.08  0.05  0.53  0.40  0.18 -0.13 -0.09  0.02 -0.10  0.49  0.73  0.90  0.77  0.55  0.74  0.81  0.73  0.88  0.88  0.62  0.50  0.43  0.68  0.55  1.00  0.73  0.42  0.25  0.25  0.63  0.52  0.88  0.68  0.84  0.70  0.17 
x117: -0.11  0.01 -0.01 -0.03 -0.03  0.53 -0.06  0.18 -0.24  0.17  0.17  0.00  0.10  0.06 -0.02  0.54  0.23 -0.09 -0.06 -0.14 -0.12 -0.03  0.19 -0.05 -0.08 -0.03  0.03 -0.04 -0.01 -0.05 -0.03 -0.06  0.51  0.14  0.09  0.09 -0.01  0.16 -0.05 -0.04  0.02  0.00 -0.03  0.19  0.23  0.22  0.21  0.05 -0.26 -0.26 -0.23 -0.26 -0.05 -0.10  0.48  0.29  0.46  0.12  0.14  0.16  0.17  0.24  0.25  0.25  0.25 -0.21  0.22  0.17  0.11 -0.05 -0.02  0.02 -0.26  0.20  0.23 -0.21  0.47 -0.06 -0.26  0.22 -0.08 -0.13  0.07  0.12  0.05  0.06  0.06  0.02  0.02  0.03  0.01  0.14  0.09  0.02  0.44  0.34  0.23 -0.13 -0.07  0.04 -0.07  0.37  0.58  0.76  0.62  0.40  0.58  0.67  0.58  0.72  0.71  0.49  0.51  0.40  0.61  0.40  0.73  1.00  0.31  0.25  0.23  0.46  0.41  0.74  0.60  0.68  0.59  0.14 
x118: -0.04  0.10 -0.02  0.01  0.02  0.71 -0.02  0.15 -0.13  0.00  0.01  0.03  0.06  0.03 -0.12  0.69  0.08 -0.05  0.06 -0.01 -0.07 -0.13  0.03 -0.05 -0.06 -0.03  0.02 -0.06 -0.02 -0.04 -0.01 -0.04  0.65  0.07 -0.04 -0.03  0.01  0.05  0.05 -0.11  0.00 -0.06  0.01  0.15  0.04  0.14  0.14  0.03 -0.08 -0.10 -0.08 -0.09  0.01 -0.01  0.57  0.14  0.43  0.04  0.05  0.07  0.08 -0.03 -0.03 -0.03 -0.03  0.02 -0.02  0.03  0.01 -0.01 -0.01  0.02 -0.04  0.03  0.04 -0.06  0.70 -0.18 -0.04  0.22  0.03  0.14  0.05  0.08 -0.09 -0.07 -0.06 -0.06 -0.05 -0.04 -0.05  0.03  0.04 -0.03  0.53  0.43 -0.05 -0.07 -0.12 -0.06 -0.10  0.52  0.22  0.32  0.23  0.56  0.28  0.38  0.22  0.37  0.33  0.34  0.28  0.17  0.38  0.47  0.42  0.31  1.00 -0.17  0.01  0.65  0.53  0.34  0.35  0.30  0.21  0.11 
x119: -0.14 -0.02  0.01  0.00 -0.01  0.23  0.00  0.10 -0.34  0.39  0.37 -0.10  0.12  0.05  0.02  0.26  0.33 -0.02 -0.03 -0.27 -0.11 -0.02  0.20 -0.09 -0.02  0.02  0.06  0.07  0.04 -0.03  0.03 -0.01  0.23  0.07  0.18  0.18 -0.03  0.17 -0.02  0.01 -0.04  0.06 -0.06  0.09  0.41  0.17  0.13  0.16 -0.26 -0.25 -0.16 -0.25 -0.12 -0.19  0.27  0.32  0.40  0.15  0.18  0.21  0.23  0.61  0.61  0.62  0.62 -0.52  0.53  0.35  0.28  0.02  0.09  0.09 -0.43  0.41  0.42 -0.31  0.15  0.14 -0.45  0.13 -0.20 -0.41 -0.06  0.16  0.28  0.28  0.26  0.25  0.23  0.23  0.19  0.22  0.30  0.13  0.24  0.24  0.61 -0.22  0.02  0.12 -0.01  0.22  0.23  0.24  0.25  0.21  0.23  0.22  0.23  0.21  0.22  0.19  0.23  0.18  0.26  0.23  0.25  0.25 -0.17  1.00  0.59  0.15  0.23  0.26  0.13  0.23  0.24  0.12 
x120: -0.02  0.02  0.24  0.01  0.00  0.27 -0.05  0.15 -0.22  0.30  0.08 -0.17 -0.02 -0.04  0.01  0.30  0.34  0.25  0.08 -0.24  0.16 -0.06 -0.02 -0.04  0.28  0.31  0.36  0.23  0.09  0.12  0.15  0.22  0.26 -0.11 -0.08 -0.09  0.27 -0.02  0.10 -0.18  0.16 -0.21  0.25 -0.08  0.35 -0.06 -0.07  0.07 -0.08 -0.07  0.00 -0.11 -0.18 -0.18  0.33  0.22  0.31  0.08  0.09  0.11  0.10  0.39  0.38  0.38  0.38 -0.26  0.22  0.13  0.08 -0.03  0.09 -0.13 -0.15  0.08  0.15 -0.11  0.22  0.12 -0.20  0.14 -0.04 -0.39 -0.20  0.05  0.39  0.39  0.39  0.33  0.37  0.39  0.34  0.10  0.25  0.31  0.33  0.24  0.40 -0.18  0.19  0.08 -0.04  0.27  0.26  0.24  0.28  0.26  0.24  0.21  0.26  0.21  0.22  0.26  0.16  0.14  0.27  0.26  0.25  0.23  0.01  0.59  1.00  0.22  0.27  0.26  0.13  0.21  0.25  0.07 
x121: -0.04  0.06 -0.07  0.00 -0.01  0.84 -0.09  0.26 -0.26  0.05  0.10 -0.01  0.08  0.05 -0.03  0.83  0.16 -0.12 -0.05 -0.10 -0.14 -0.04  0.15 -0.06 -0.12 -0.05  0.03 -0.09 -0.02 -0.06 -0.04 -0.06  0.84  0.17  0.05  0.08 -0.01  0.13 -0.05 -0.13  0.04 -0.03 -0.02  0.24  0.19  0.24  0.24  0.02 -0.27 -0.28 -0.24 -0.27 -0.02 -0.07  0.80  0.33  0.62  0.10  0.11  0.13  0.15  0.11  0.11  0.11  0.12 -0.10  0.11  0.12  0.06 -0.08 -0.06 -0.02 -0.21  0.14  0.20 -0.19  0.81 -0.14 -0.21  0.32 -0.02 -0.05  0.10  0.11 -0.07 -0.05 -0.03 -0.07 -0.07 -0.05 -0.07  0.09  0.03 -0.01  0.75  0.61  0.09 -0.11 -0.08  0.01 -0.09  0.83  0.57  0.47  0.58  0.85  0.61  0.54  0.57  0.53  0.48  0.54  0.40  0.27  0.57  0.78  0.63  0.46  0.65  0.15  0.22  1.00  0.84  0.51  0.45  0.47  0.56  0.16 
x122: -0.06  0.04 -0.03 -0.01 -0.01  0.80 -0.05  0.20 -0.23  0.11  0.12 -0.02  0.06  0.03 -0.03  0.79  0.13 -0.08 -0.04 -0.09 -0.11 -0.05  0.16 -0.06 -0.08 -0.03  0.05 -0.05 -0.01 -0.05 -0.03 -0.06  0.79  0.13  0.06  0.08 -0.01  0.12 -0.04 -0.09  0.03 -0.01 -0.01  0.17  0.20  0.18  0.18  0.06 -0.23 -0.23 -0.19 -0.22 -0.05 -0.09  0.81  0.29  0.74  0.08  0.10  0.12  0.13  0.17  0.17  0.18  0.18 -0.14  0.16  0.15  0.09 -0.05 -0.02  0.00 -0.20  0.17  0.18 -0.15  0.71 -0.07 -0.20  0.26 -0.02 -0.10  0.06  0.13  0.00  0.01  0.03 -0.02 -0.01  0.01 -0.02  0.10  0.05  0.01  0.78  0.68  0.15 -0.10 -0.05  0.02 -0.06  0.97  0.47  0.31  0.49  0.91  0.50  0.43  0.47  0.42  0.35  0.44  0.38  0.31  0.50  0.90  0.52  0.41  0.53  0.23  0.27  0.84  1.00  0.40  0.33  0.35  0.49  0.11 
x123: -0.06  0.06 -0.01 -0.05 -0.05  0.54 -0.10  0.23 -0.26  0.12  0.14 -0.01  0.12  0.08 -0.02  0.55  0.28 -0.10 -0.05 -0.16 -0.13 -0.04  0.16 -0.07 -0.09 -0.03  0.04 -0.06 -0.01 -0.05 -0.02 -0.06  0.51  0.15  0.07  0.09  0.00  0.15 -0.04 -0.08  0.02 -0.01 -0.02  0.22  0.26  0.24  0.24  0.02 -0.29 -0.29 -0.25 -0.30 -0.03 -0.08  0.46  0.33  0.39  0.14  0.15  0.17  0.19  0.22  0.22  0.22  0.22 -0.19  0.19  0.14  0.07 -0.10 -0.05 -0.02 -0.28  0.17  0.26 -0.24  0.53 -0.10 -0.29  0.26 -0.05 -0.14  0.09  0.11  0.01  0.02  0.03 -0.01  0.00  0.01 -0.02  0.12  0.08  0.06  0.44  0.34  0.20 -0.14 -0.07  0.02 -0.10  0.38  0.68  0.94  0.77  0.45  0.72  0.84  0.68  0.90  0.91  0.58  0.52  0.42  0.67  0.47  0.88  0.74  0.34  0.26  0.26  0.51  0.40  1.00  0.67  0.86  0.65  0.16 
x124: -0.08  0.02 -0.08 -0.03 -0.03  0.47 -0.07  0.20 -0.23  0.13  0.12  0.00  0.09  0.05 -0.04  0.48  0.20 -0.09 -0.03 -0.10 -0.12 -0.07  0.13 -0.07 -0.08 -0.03  0.04 -0.06  0.01 -0.07 -0.02 -0.06  0.45  0.14  0.02  0.03  0.00  0.11 -0.02 -0.08  0.00 -0.02 -0.02  0.22  0.17  0.24  0.23  0.02 -0.23 -0.23 -0.20 -0.22 -0.01 -0.06  0.39  0.25  0.34  0.13  0.14  0.16  0.18  0.16  0.16  0.16  0.17 -0.12  0.13  0.12  0.07 -0.06 -0.05  0.01 -0.20  0.16  0.19 -0.18  0.48 -0.11 -0.20  0.21 -0.08 -0.02  0.07  0.06 -0.01  0.00  0.02 -0.01 -0.02 -0.01 -0.03  0.12  0.05 -0.03  0.35  0.29  0.13 -0.14 -0.12 -0.01 -0.10  0.29  0.50  0.70  0.53  0.38  0.56  0.67  0.50  0.66  0.65  0.48  0.42  0.41  0.55  0.34  0.68  0.60  0.35  0.13  0.13  0.45  0.33  0.67  1.00  0.62  0.51  0.16 
x125: -0.08  0.06 -0.03 -0.03 -0.02  0.47 -0.09  0.26 -0.28  0.10  0.13  0.00  0.12  0.08 -0.01  0.48  0.26 -0.13 -0.06 -0.16 -0.15 -0.02  0.18 -0.06 -0.12 -0.06  0.02 -0.09 -0.01 -0.06 -0.02 -0.07  0.45  0.17  0.08  0.11 -0.03  0.17 -0.06 -0.08  0.02  0.01 -0.05  0.24  0.24  0.25  0.25  0.01 -0.31 -0.31 -0.27 -0.31 -0.02 -0.07  0.41  0.35  0.34  0.13  0.15  0.17  0.18  0.19  0.19  0.20  0.20 -0.16  0.18  0.13  0.07 -0.09 -0.07  0.00 -0.28  0.17  0.26 -0.23  0.46 -0.11 -0.28  0.24 -0.05 -0.11  0.11  0.11 -0.02  0.00  0.01 -0.03 -0.03 -0.02 -0.04  0.14  0.08  0.06  0.36  0.31  0.17 -0.13 -0.09  0.01 -0.11  0.32  0.72  0.89  0.76  0.39  0.73  0.80  0.72  0.83  0.85  0.59  0.45  0.39  0.65  0.50  0.84  0.68  0.30  0.23  0.21  0.47  0.35  0.86  0.62  1.00  0.67  0.19 
x126: -0.09  0.02 -0.02  0.00 -0.01  0.41 -0.11  0.21 -0.22  0.08  0.11 -0.06  0.04  0.02  0.04  0.42  0.20 -0.07 -0.08 -0.13 -0.08  0.01  0.14 -0.03 -0.05  0.02  0.09 -0.06  0.03  0.01 -0.01 -0.03  0.41  0.11  0.05  0.07  0.01  0.10 -0.06 -0.08  0.04 -0.03  0.00  0.20  0.21  0.20  0.20 -0.02 -0.27 -0.28 -0.23 -0.28 -0.04 -0.08  0.41  0.31  0.36  0.09  0.11  0.13  0.13  0.19  0.20  0.20  0.20 -0.15  0.16  0.11  0.05 -0.11 -0.09 -0.03 -0.24  0.14  0.23 -0.20  0.41 -0.11 -0.24  0.23 -0.04 -0.12  0.07  0.09  0.04  0.06  0.08  0.01  0.02  0.03  0.01  0.12  0.09  0.06  0.38  0.32  0.18 -0.17 -0.07  0.00 -0.12  0.44  0.94  0.71  0.92  0.46  0.83  0.60  0.94  0.68  0.68  0.49  0.39  0.34  0.54  0.49  0.70  0.59  0.21  0.24  0.25  0.56  0.49  0.65  0.51  0.67  1.00  0.13 
x127: -0.10 -0.03 -0.12  0.01  0.02  0.16  0.05  0.34 -0.38  0.01  0.18  0.05  0.09  0.06  0.00  0.16  0.03 -0.20 -0.14 -0.04 -0.30  0.04  0.32 -0.07 -0.22 -0.18 -0.10 -0.13 -0.04 -0.05 -0.05 -0.11  0.20  0.28  0.23  0.27 -0.15  0.28 -0.17  0.00 -0.04  0.17 -0.18  0.26  0.15  0.28  0.27  0.12 -0.35 -0.38 -0.34 -0.34 -0.05 -0.13  0.20  0.41  0.13  0.11  0.13  0.14  0.16  0.14  0.15  0.14  0.15 -0.14  0.17  0.24  0.20  0.04 -0.03  0.18 -0.27  0.26  0.22 -0.17  0.19 -0.17 -0.23  0.27  0.01 -0.04  0.28  0.20 -0.11 -0.10 -0.09 -0.12 -0.11 -0.10 -0.10  0.18  0.05  0.03  0.17  0.15  0.11 -0.05 -0.09  0.03 -0.03  0.11  0.15  0.18  0.16  0.11  0.15  0.16  0.15  0.14  0.14  0.21  0.13  0.09  0.21  0.13  0.17  0.14  0.11  0.12  0.07  0.16  0.11  0.16  0.16  0.19  0.13  1.00 

{ Function 0: X102 = -0.00000075 + 0.99987737 X108, SSR = 9.96E-05 }
{ Function 1: X108 = 0.00000091 + 1.00011786 X102, SSR = 9.97E-05 }
{ Function 2: X104 = -0.00085604 + 0.92551272 X102 + 0.07217471 X123, SSR = 3.08E-01 }
{ Function 3: X104 = -0.00085972 + 0.92521442 X108 + 0.07225892 X123, SSR = 3.09E-01 }
{ Function 4: X122 = -0.00115695 + 0.11872781 X56 + 0.88480709 X101, SSR = 3.62E-01 }
{ Function 5: X5 = -0.00657871 + 0.93548029 X15 + 0.04577462 X115 + 0.05641434 X118, SSR = 3.95E-01 }
{ Function 6: X15 = 0.00626753 + 1.00367946 X5, SSR = 4.50E-01 }
{ Function 7: X101 = -0.00039755 + 0.94044610 X122, SSR = 4.54E-01 }
{ Function 8: X102 = -0.00142401 + 0.91892949 X104, SSR = 6.20E-01 }
{ Function 9: X108 = -0.00142148 + 0.91899248 X104, SSR = 6.22E-01 }
{ Function 10: X114 = -0.00049223 + 0.71298979 X111 + 0.77910120 X112, SSR = 7.46E-01 }
{ Function 11: X101 = -0.00631808 + 0.11715684 X15 + 0.82366325 X115, SSR = 8.69E-01 }
{ Function 12: X101 = -0.00294477 + 0.13332526 X94 + 0.84089957 X115, SSR = 9.08E-01 }
{ Function 13: X115 = 0.00272356 + 0.84019916 X101, SSR = 9.13E-01 }
{ Function 14: X101 = -0.00517969 + 0.07368029 X76 + 0.88226901 X115, SSR = 9.59E-01 }
{ Function 15: X64 = 0.00042032 + 0.98746577 X63, SSR = 9.81E-01 }
{ Function 16: X122 = -0.00435126 + 0.14688820 X56 + 0.12111619 X94 + 0.71503793 X115, SSR = 9.96E-01 }
{ Function 17: X63 = 0.00122802 + 1.00365086 X64, SSR = 9.97E-01 }
{ Function 18: X122 = -0.00669314 + 0.17472335 X56 + 0.06344614 X76 + 0.73133470 X115, SSR = 1.03E00 }
{ Function 19: X84 = 0.01070769 + 0.96391106 X85, SSR = 1.10E00 }
{ Function 20: X122 = -0.00690638 + 0.15477900 X15 + 0.76625507 X115, SSR = 1.11E00 }
{ Function 21: X85 = -0.00808610 + 1.02602112 X84, SSR = 1.18E00 }
{ Function 22: X115 = 0.00233787 + 0.79437179 X122, SSR = 1.18E00 }
{ Function 23: X68 = -0.06249257 + 0.18611422 X6 + 0.85251174 X67, SSR = 1.20E00 }
{ Function 24: X122 = 0.00014367 + 0.77362507 X105, SSR = 1.30E00 }
{ Function 25: X62 = -0.00111978 + 0.99172959 X63, SSR = 1.46E00 }
{ Function 26: X49 = 0.02444768 + 0.09965662 X8 + 0.87960633 X48 + -0.06151970 X82, SSR = 1.46E00 }
{ Function 27: X63 = 0.00353313 + 0.99513970 X62, SSR = 1.46E00 }
{ Function 28: X101 = -0.00037075 + 0.73446151 X105, SSR = 1.49E00 }
{ Function 29: X122 = -0.00501293 + 0.24672893 X56 + 0.37818284 X121, SSR = 1.68E00 }
{ Function 30: X115 = 0.00218984 + 0.63126858 X105, SSR = 1.77E00 }
{ Function 31: X105 = 0.00244380 + 1.07834360 X122, SSR = 1.81E00 }
{ Function 32: X85 = 0.00109226 + 0.97566903 X86, SSR = 1.85E00 }
{ Function 33: X86 = 0.00355780 + 1.00718644 X85, SSR = 1.91E00 }
{ Function 34: X24 = 0.02031865 + 0.80283501 X17 + 0.18092457 X36, SSR = 1.93E00 }
{ Function 35: X105 = 0.00013801 + 0.17660184 X56 + 0.91806006 X101, SSR = 1.94E00 }
{ Function 36: X88 = 0.00008179 + 0.96946980 X90, SSR = 1.98E00 }
{ Function 37: X45 = 0.02392134 + 0.93803734 X46, SSR = 2.04E00 }
{ Function 38: X90 = 0.00863653 + 1.00807717 X88, SSR = 2.06E00 }
{ Function 39: X102 = 0.00054044 + 0.06283531 X110 + 0.86326297 X126, SSR = 2.12E00 }
{ Function 40: X108 = 0.00054216 + 0.06284130 X110 + 0.86334609 X126, SSR = 2.12E00 }
{ Function 41: X122 = -0.00755648 + 0.32806757 X54 + 0.26351986 X56, SSR = 2.12E00 }
{ Function 42: X105 = -0.00886117 + 0.18941106 X56 + 0.13534515 X76 + 0.69896502 X115, SSR = 2.13E00 }
{ Function 43: X102 = 0.00112726 + 0.06745130 X125 + 0.87534024 X126, SSR = 2.16E00 }
{ Function 44: X108 = 0.00112772 + 0.06748915 X125 + 0.87537224 X126, SSR = 2.16E00 }
{ Function 45: X62 = -0.00339497 + 0.94601927 X61 + 0.07487997 X73, SSR = 2.17E00 }
{ Function 46: X72 = -0.03544039 + 0.11078537 X49 + 0.96462898 X78, SSR = 2.18E00 }
{ Function 47: X102 = 0.00119595 + 0.06988053 X116 + 0.87722766 X126, SSR = 2.21E00 }
{ Function 48: X108 = 0.00119348 + 0.06999444 X116 + 0.87714278 X126, SSR = 2.21E00 }
{ Function 49: X126 = 0.00012137 + 0.89358493 X102, SSR = 2.21E00 }
{ Function 50: X126 = 0.00012138 + 0.89345597 X108, SSR = 2.21E00 }
{ Function 51: X105 = -0.00848376 + 0.23690390 X15 + 0.74314447 X115, SSR = 2.21E00 }
{ Function 52: X102 = 0.00115588 + 0.05482432 X109 + 0.88395003 X126, SSR = 2.22E00 }
{ Function 53: X108 = 0.00115591 + 0.05486378 X109 + 0.88397042 X126, SSR = 2.22E00 }
{ Function 54: X46 = -0.00820094 + 1.03057227 X45, SSR = 2.24E00 }
{ Function 55: X101 = -0.00152216 + 0.48539646 X121, SSR = 2.24E00 }
{ Function 56: X104 = 0.00032548 + 0.11834147 X123 + 0.82851667 X126, SSR = 2.31E00 }
{ Function 57: X106 = -0.00394219 + 0.55526464 X102 + 0.34657933 X107, SSR = 2.33E00 }
{ Function 58: X106 = -0.00394250 + 0.34658960 X107 + 0.55517717 X108, SSR = 2.33E00 }
{ Function 59: X72 = -0.03060779 + 0.10078763 X48 + 0.96891951 X78, SSR = 2.35E00 }
{ Function 60: X115 = 0.00123416 + 0.41589629 X121, SSR = 2.35E00 }
{ Function 61: X48 = 0.01232130 + 0.96445618 X49, SSR = 2.36E00 }
{ Function 62: X67 = 0.01202855 + 1.01464367 X68, SSR = 2.38E00 }
{ Function 63: X101 = -0.00552452 + 0.45924960 X54, SSR = 2.41E00 }
{ Function 64: X105 = -0.00415851 + 0.24868339 X56 + 0.47368782 X121, SSR = 2.42E00 }
{ Function 65: X61 = 0.00165406 + 0.98673260 X62, SSR = 2.42E00 }
{ Function 66: X78 = 0.02957909 + 0.92269641 X72, SSR = 2.45E00 }
{ Function 67: X105 = -0.00310312 + 0.20074709 X56 + 0.11085952 X94 + 0.78453856 X115, SSR = 2.46E00 }
{ Function 68: X106 = -0.00415325 + 0.53417355 X104 + 0.31888552 X107, SSR = 2.52E00 }
{ Function 69: X104 = 0.00106921 + 0.10701775 X110 + 0.82967346 X126, SSR = 2.53E00 }
{ Function 70: X25 = 0.07649311 + 0.87595754 X26 + -0.16050798 X33, SSR = 2.53E00 }
{ Function 71: X69 = -0.05229996 + 0.75228538 X70 + 0.35251434 X71, SSR = 2.64E00 }
{ Function 72: X104 = 0.00162008 + 0.10306584 X109 + 0.84659049 X126, SSR = 2.68E00 }
{ Function 73: X104 = 0.00214460 + 0.11307675 X125 + 0.85324197 X126, SSR = 2.68E00 }
{ Function 74: X54 = -0.00805073 + 0.79890821 X32, SSR = 2.71E00 }
{ Function 75: X115 = -0.00171805 + 0.38034819 X54, SSR = 2.72E00 }
{ Function 76: X104 = 0.00194439 + 0.12509596 X116 + 0.84385932 X126, SSR = 2.72E00 }
{ Function 77: X5 = -0.00132682 + 0.83077379 X32 + 0.19632226 X118, SSR = 2.74E00 }
{ Function 78: X126 = -0.00111046 + 0.82011022 X104, SSR = 2.75E00 }
{ Function 79: X47 = 0.10029807 + 0.38639770 X67 + 0.57449612 X70, SSR = 2.78E00 }
{ Function 80: X106 = -0.00254845 + 0.36101920 X107 + 0.54887796 X126, SSR = 2.79E00 }
{ Function 81: X101 = -0.00953875 + 0.37260809 X32, SSR = 2.85E00 }
{ Function 82: X122 = -0.01040576 + 0.39375734 X5, SSR = 2.85E00 }
{ Function 83: X101 = -0.01035741 + 0.37332530 X5, SSR = 2.90E00 }
{ Function 84: X122 = -0.00927914 + 0.38825987 X32, SSR = 2.91E00 }
{ Function 85: X47 = 0.12858030 + 0.43289409 X68 + 0.50588927 X70, SSR = 2.96E00 }
{ Function 86: X24 = 0.10861100 + 0.85430489 X17 + -0.10811424 X35, SSR = 2.96E00 }
{ Function 87: X115 = -0.00494300 + 0.30679736 X32, SSR = 3.05E00 }
{ Function 88: X115 = -0.00556870 + 0.30654820 X5, SSR = 3.10E00 }
{ Function 89: X64 = 0.00451942 + 0.97931566 X62, SSR = 3.14E00 }
{ Function 90: X88 = 0.02242282 + 0.82757549 X89, SSR = 3.14E00 }
{ Function 91: X62 = 0.00071877 + 0.99195627 X64, SSR = 3.18E00 }
{ Function 92: X43 = -0.01802001 + 0.96963403 X46, SSR = 3.18E00 }
{ Function 93: X46 = 0.04139823 + 0.98185527 X43, SSR = 3.22E00 }
{ Function 94: X105 = -0.00719916 + 0.39875810 X54 + 0.27956304 X56, SSR = 3.25E00 }
{ Function 95: X32 = 0.01265780 + 0.98288259 X54 + 0.23872426 X56, SSR = 3.26E00 }
{ Function 96: X32 = 0.00048663 + 0.95532623 X5, SSR = 3.33E00 }
{ Function 97: X5 = 0.00104757 + 0.64447305 X54 + 0.37869265 X56 + 0.33375715 X118, SSR = 3.63E00 }
{ Function 98: X105 = -0.01027473 + 0.46754442 X32, SSR = 3.78E00 }
{ Function 99: X5 = -0.00147377 + 0.45281217 X56 + 0.56702172 X76 + 0.15711283 X115, SSR = 3.80E00 }
{ Function 100: X105 = -0.01139884 + 0.47012619 X5, SSR = 3.82E00 }
{ Function 101: X32 = -0.00251900 + 0.85845739 X15 + 0.25005726 X115, SSR = 3.84E00 }
{ Function 102: X17 = -0.02671768 + 1.03237894 X24, SSR = 3.87E00 }
{ Function 103: X35 = 0.22744705 + 0.63893539 X34 + -0.25355678 X36 + 0.07730427 X37 + 0.06694343 X82, SSR = 3.91E00 }
{ Function 104: X15 = 0.01198518 + 0.93839491 X32, SSR = 4.06E00 }
{ Function 105: X26 = 0.03587361 + 0.94839351 X25, SSR = 4.08E00 }
{ Function 106: X90 = 0.02885635 + 0.83989664 X89, SSR = 4.10E00 }
{ Function 107: X63 = -0.00159442 + 0.91656017 X61 + 0.10811354 X73, SSR = 4.31E00 }
{ Function 108: X35 = 0.25506542 + 0.64259406 X34 + 0.07795883 X37 + -0.27202871 X42 + 0.06444784 X82, SSR = 4.35E00 }
{ Function 109: X15 = 0.00373215 + 0.50447899 X56 + 0.58810222 X76, SSR = 4.38E00 }
{ Function 110: X89 = -0.01088752 + 1.16483508 X88, SSR = 4.42E00 }
{ Function 111: X54 = -0.00759540 + 0.58810491 X15 + 0.51364944 X115, SSR = 4.62E00 }
{ Function 112: X21 = 0.26605108 + 0.76916595 X14 + -0.24028703 X38, SSR = 4.62E00 }
{ Function 113: X84 = 0.01422226 + 0.93130478 X86, SSR = 4.71E00 }
{ Function 114: X47 = 0.03346330 + 0.65580873 X70 + 0.32179022 X71, SSR = 4.82E00 }
{ Function 115: X61 = 0.00138460 + 0.97405034 X63, SSR = 4.83E00 }
