Output for File: data/1990 US Census/Dataset.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  
x106: -0.04  0.03  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.30 -0.30 -0.42  0.11  0.36  0.15  0.32  0.34  0.70  0.39 -0.02 -0.65  0.09 -0.36 -0.01 -0.40 -0.31  0.14 -0.14  0.07 -0.59 -0.27  0.53 -0.73 -0.05 -0.77  0.75 -0.11  0.50  0.91  0.88  0.04 -0.34 -0.75 -0.43  0.12  0.36  0.15  0.34  0.34 -0.57  0.57  0.17 -0.17  0.10  0.90 -0.77 -0.11 -0.01  0.20 -0.20  0.04 -0.04  0.00  0.00  0.00  0.00 -0.06  0.08  0.08 -0.12  0.09  0.04 -0.07 -0.43  0.12  0.36  0.15  0.34 -0.45  0.14  0.36  0.16  0.34 -0.35  0.10  0.34  0.13  0.31 -0.34  0.34 -0.57 -0.32 -0.09  0.09  0.09 -0.03  0.10 -0.90  0.90  1.00 -0.79  0.83 -0.48  0.59  0.90  0.67  1.00 -0.15  0.09  0.10  0.00  0.11  0.10  0.09  0.09  0.08  0.11  0.11  0.07  0.12  0.10  0.10  0.05  0.15  0.16  0.17  0.01  0.18  0.08  0.08  0.07  0.11  0.10  0.06  0.02 -0.08  0.03 -0.14 
x107:  0.01 -0.05 -0.09 -0.10 -0.09  0.00  0.00  0.00  0.00 -0.12  0.12 -0.01  0.06  0.07 -0.25 -0.06 -0.09  0.11 -0.03 -0.45  0.30 -0.19 -0.03 -0.03  0.26  0.06 -0.28 -0.09 -0.04  0.42 -0.14  0.03  0.04 -0.08  0.33 -0.17 -0.39  0.04 -0.01 -0.05 -0.02 -0.14  0.18 -0.02  0.06  0.06 -0.22 -0.06 -0.08  0.42 -0.42 -0.35  0.35 -0.20  0.00  0.33 -0.39 -0.09 -0.13  0.13  0.17 -0.17  0.00  0.00  0.00  0.00 -0.18 -0.19  0.00 -0.19  0.04  0.46 -0.15 -0.02  0.06  0.06 -0.22 -0.06 -0.03  0.07  0.06 -0.20 -0.03 -0.02  0.04  0.07 -0.23 -0.07  0.08 -0.08  0.36  0.15  0.09 -0.09 -0.25 -0.39  0.12  0.00  0.00 -0.15  0.08 -0.06 -0.12  0.12 -0.23  0.06 -0.15  1.00 -0.51 -0.74 -0.07 -0.69 -0.69 -0.70 -0.70 -0.70 -0.58 -0.50 -0.60 -0.55 -0.70 -0.65 -0.66 -0.75 -0.78 -0.80 -0.06 -0.78 -0.60 -0.51 -0.60 -0.58 -0.65 -0.70 -0.29  0.24 -0.26  0.23 
x108:  0.10  0.04  0.03  0.03  0.03  0.00  0.00  0.00  0.00  0.02 -0.02  0.01  0.02 -0.03 -0.05  0.01  0.01  0.08  0.12  0.13 -0.22  0.04 -0.05  0.05 -0.17  0.02  0.11 -0.05  0.07 -0.23  0.16  0.00 -0.07  0.06 -0.16  0.10  0.15  0.00  0.03  0.14  0.06 -0.07 -0.10  0.01  0.01 -0.03 -0.06  0.01  0.01 -0.29  0.29  0.13 -0.13  0.11  0.00 -0.16  0.15  0.03  0.18 -0.18 -0.16  0.16  0.00  0.00  0.00  0.00  0.22  0.03  0.02  0.02 -0.03 -0.24  0.00  0.01  0.01 -0.03 -0.06  0.01  0.03  0.00 -0.02 -0.06  0.01  0.02  0.03 -0.03 -0.05  0.01 -0.01  0.01 -0.26 -0.13  0.00  0.00 -0.02  0.09 -0.13  0.00  0.00  0.09 -0.03  0.05  0.10 -0.07  0.16 -0.02  0.09 -0.51  1.00 -0.06 -0.05 -0.08 -0.08 -0.09 -0.09 -0.08 -0.07  0.00 -0.06 -0.05 -0.09 -0.06 -0.08  0.09  0.09  0.09  0.09  0.09  0.08  0.15  0.07  0.10  0.12  0.08  0.24 -0.15  0.16 -0.12 
x109: -0.06  0.03  0.08  0.09  0.08  0.00  0.00  0.00  0.00  0.10 -0.10  0.00 -0.06 -0.06  0.25  0.07  0.10 -0.14 -0.04  0.38 -0.18  0.17  0.05  0.01 -0.16 -0.08  0.22  0.10  0.01 -0.29  0.05 -0.02  0.00  0.03 -0.23  0.11  0.32 -0.03  0.00 -0.03 -0.01  0.16 -0.11  0.01 -0.06 -0.05  0.23  0.07  0.09 -0.26  0.26  0.29 -0.29  0.12  0.00 -0.23  0.32  0.08  0.04 -0.04 -0.08  0.08  0.00  0.00  0.00  0.00  0.09  0.18 -0.01  0.17 -0.03 -0.34  0.12  0.01 -0.06 -0.05  0.23  0.07  0.02 -0.07 -0.05  0.21  0.04  0.01 -0.05 -0.06  0.23  0.08 -0.09  0.09 -0.21 -0.07 -0.08  0.08  0.22  0.33 -0.08 -0.01  0.01  0.10 -0.04  0.05  0.07 -0.08  0.17 -0.05  0.10 -0.74 -0.06  1.00  0.03  0.60  0.60  0.63  0.62  0.61  0.55  0.47  0.55  0.53  0.62  0.58  0.59  0.69  0.71  0.73  0.02  0.71  0.59  0.46  0.56  0.55  0.60  0.64  0.17 -0.16  0.19 -0.16 
x110: -0.04  0.01  0.49  0.46  0.46  0.00  0.00  0.00  0.00  0.01 -0.01 -0.03  0.00 -0.01  0.10  0.03  0.04 -0.03  0.00  0.05 -0.02  0.05 -0.01  0.01 -0.02 -0.01  0.05 -0.01  0.01 -0.03  0.02 -0.02  0.03  0.00 -0.01 -0.01  0.06 -0.03  0.00 -0.02 -0.01  0.01  0.01 -0.02  0.00 -0.01  0.09  0.02  0.03 -0.02  0.02  0.07 -0.07 -0.01  0.00 -0.01  0.06  0.46  0.02 -0.02 -0.03  0.03  0.00  0.00  0.00  0.00  0.02  0.02  0.00  0.00  0.00 -0.04  0.02 -0.02  0.00 -0.01  0.09  0.02 -0.02  0.00 -0.01  0.09  0.01 -0.02  0.00 -0.01  0.10  0.03 -0.03  0.03  0.00  0.00  0.01 -0.01  0.02  0.05 -0.02  0.00  0.00  0.00  0.00  0.00  0.01 -0.01  0.01 -0.01  0.00 -0.07 -0.05  0.03  1.00  0.19  0.19  0.19  0.20  0.20  0.17  0.18  0.17  0.18  0.20  0.17  0.19  0.12  0.13  0.12  0.00  0.13  0.10  0.09  0.12  0.10  0.11  0.12  0.02 -0.02  0.02 -0.02 
x111: -0.08  0.03  0.07  0.08  0.07  0.00  0.00  0.00  0.00  0.09 -0.09  0.03 -0.09 -0.08  0.32  0.04  0.07 -0.18 -0.04  0.39 -0.17  0.16  0.10 -0.03 -0.17 -0.11  0.22  0.14 -0.03 -0.30  0.03  0.00 -0.03  0.02 -0.27  0.15  0.29 -0.01 -0.02 -0.04 -0.04  0.23 -0.15  0.04 -0.09 -0.07  0.29  0.03  0.06 -0.24  0.24  0.28 -0.28  0.17  0.00 -0.27  0.29  0.07  0.08 -0.08  0.00  0.00  0.00  0.00  0.00  0.00  0.04  0.22  0.01  0.17 -0.04 -0.33  0.18  0.04 -0.09 -0.07  0.29  0.03  0.05 -0.09 -0.07  0.27  0.01  0.02 -0.07 -0.08  0.31  0.06 -0.06  0.06 -0.16 -0.06 -0.16  0.16  0.37  0.45  0.00  0.00  0.00  0.11 -0.03  0.04  0.07 -0.09  0.17 -0.06  0.11 -0.69 -0.08  0.60  0.19  1.00  0.99  0.95  0.98  0.97  0.77  0.59  0.81  0.69  0.98  0.87  0.90  0.79  0.82  0.82  0.01  0.83  0.56  0.42  0.62  0.53  0.63  0.72  0.15 -0.16  0.17 -0.15 
x112: -0.08  0.03  0.08  0.08  0.07  0.00  0.00  0.00  0.00  0.09 -0.09  0.01 -0.08 -0.07  0.33  0.04  0.08 -0.18 -0.04  0.39 -0.16  0.17  0.09 -0.02 -0.17 -0.10  0.23  0.13 -0.02 -0.29  0.04 -0.01 -0.02  0.03 -0.26  0.14  0.30 -0.03 -0.02 -0.05 -0.04  0.23 -0.14  0.02 -0.08 -0.06  0.30  0.03  0.06 -0.23  0.23  0.28 -0.28  0.16  0.00 -0.26  0.30  0.07  0.06 -0.06 -0.02  0.02  0.00  0.00  0.00  0.00  0.03  0.21  0.01  0.19 -0.04 -0.33  0.19  0.02 -0.08 -0.06  0.30  0.03  0.03 -0.08 -0.06  0.28  0.01  0.01 -0.06 -0.07  0.31  0.06 -0.06  0.06 -0.15 -0.06 -0.15  0.15  0.36  0.44 -0.01  0.00  0.00  0.10 -0.02  0.04  0.08 -0.09  0.16 -0.06  0.10 -0.69 -0.08  0.60  0.19  0.99  1.00  0.98  0.99  0.99  0.77  0.60  0.81  0.69  0.99  0.87  0.90  0.78  0.82  0.82  0.01  0.82  0.56  0.42  0.61  0.52  0.62  0.72  0.15 -0.16  0.17 -0.15 
x113: -0.09  0.03  0.08  0.09  0.08  0.00  0.00  0.00  0.00  0.09 -0.09  0.00 -0.07 -0.06  0.34  0.04  0.08 -0.19 -0.04  0.39 -0.16  0.17  0.09 -0.02 -0.16 -0.09  0.23  0.13 -0.01 -0.29  0.05 -0.02  0.00  0.04 -0.24  0.12  0.31 -0.04 -0.03 -0.06 -0.04  0.23 -0.12  0.01 -0.07 -0.05  0.31  0.03  0.07 -0.23  0.23  0.28 -0.28  0.15 -0.01 -0.24  0.31  0.08  0.03 -0.03 -0.03  0.03  0.00  0.00  0.00  0.00  0.02  0.20  0.00  0.22 -0.04 -0.34  0.20  0.01 -0.07 -0.05  0.31  0.03  0.02 -0.07 -0.05  0.29  0.01  0.01 -0.06 -0.06  0.32  0.06 -0.07  0.07 -0.14 -0.05 -0.13  0.13  0.34  0.43 -0.02  0.01 -0.01  0.09 -0.01  0.03  0.08 -0.09  0.15 -0.06  0.09 -0.70 -0.09  0.63  0.19  0.95  0.98  1.00  0.99  0.98  0.76  0.60  0.81  0.69  0.99  0.86  0.90  0.77  0.81  0.82  0.02  0.82  0.56  0.42  0.61  0.52  0.62  0.72  0.15 -0.15  0.17 -0.14 
x114: -0.09  0.03  0.08  0.08  0.08  0.00  0.00  0.00  0.00  0.08 -0.08  0.01 -0.07 -0.06  0.33  0.04  0.08 -0.19 -0.04  0.40 -0.16  0.17  0.09 -0.02 -0.16 -0.10  0.23  0.13 -0.01 -0.29  0.05 -0.02 -0.01  0.03 -0.25  0.13  0.30 -0.04 -0.03 -0.06 -0.04  0.23 -0.13  0.02 -0.07 -0.06  0.30  0.03  0.06 -0.23  0.23  0.29 -0.29  0.15 -0.01 -0.25  0.30  0.08  0.04 -0.04 -0.02  0.02  0.00  0.00  0.00  0.00  0.02  0.20  0.00  0.21 -0.04 -0.34  0.20  0.02 -0.07 -0.06  0.30  0.03  0.03 -0.08 -0.05  0.28  0.01  0.01 -0.06 -0.06  0.31  0.05 -0.06  0.06 -0.14 -0.05 -0.14  0.14  0.36  0.44 -0.01  0.01 -0.01  0.09 -0.02  0.03  0.08 -0.09  0.15 -0.06  0.09 -0.70 -0.09  0.62  0.20  0.98  0.99  0.99  1.00  0.99  0.77  0.60  0.82  0.69  1.00  0.87  0.91  0.78  0.82  0.83  0.02  0.83  0.56  0.42  0.61  0.53  0.63  0.72  0.15 -0.15  0.17 -0.14 
x115: -0.09  0.03  0.09  0.09  0.08  0.00  0.00  0.00  0.00  0.08 -0.08  0.00 -0.05 -0.08  0.34  0.05  0.08 -0.19 -0.04  0.39 -0.15  0.17  0.09 -0.01 -0.16 -0.09  0.23  0.13  0.00 -0.28  0.05 -0.02  0.00  0.03 -0.24  0.12  0.30 -0.04 -0.04 -0.07 -0.04  0.23 -0.12  0.01 -0.05 -0.08  0.31  0.03  0.06 -0.22  0.22  0.28 -0.28  0.15 -0.02 -0.24  0.30  0.08  0.04 -0.04 -0.02  0.02  0.00  0.00  0.00  0.00  0.03  0.20  0.00  0.21 -0.04 -0.34  0.20  0.01 -0.05 -0.08  0.31  0.03  0.02 -0.06 -0.07  0.29  0.01  0.00 -0.04 -0.08  0.32  0.06 -0.06  0.06 -0.14 -0.05 -0.14  0.14  0.35  0.44 -0.01  0.02 -0.02  0.08 -0.01  0.02  0.08 -0.10  0.14 -0.07  0.08 -0.70 -0.08  0.61  0.20  0.97  0.99  0.98  0.99  1.00  0.76  0.59  0.81  0.69  0.99  0.86  0.91  0.77  0.81  0.82  0.02  0.82  0.56  0.42  0.61  0.52  0.62  0.72  0.15 -0.15  0.17 -0.14 
x116: -0.08  0.03  0.09  0.10  0.09  0.00  0.00  0.00  0.00  0.04 -0.04 -0.07  0.03 -0.09  0.31  0.07  0.10 -0.13  0.01  0.35 -0.19  0.19  0.01  0.04 -0.15 -0.09  0.25  0.03  0.06 -0.25  0.07  0.00 -0.03  0.03 -0.23  0.12  0.26 -0.01  0.02  0.00 -0.03  0.15 -0.12 -0.05  0.03 -0.08  0.28  0.06  0.09 -0.24  0.24  0.26 -0.26  0.13  0.01 -0.23  0.26  0.09  0.17 -0.17 -0.04  0.04  0.00  0.00  0.00  0.00  0.11  0.24  0.02  0.03 -0.03 -0.28  0.11 -0.05  0.03 -0.08  0.28  0.06 -0.04  0.02 -0.08  0.26  0.04 -0.06  0.04 -0.08  0.30  0.08 -0.09  0.09 -0.17 -0.05 -0.12  0.12  0.28  0.35 -0.03 -0.01  0.01  0.11 -0.03  0.04  0.07 -0.06  0.16 -0.02  0.11 -0.58 -0.07  0.55  0.17  0.77  0.77  0.76  0.77  0.76  1.00  0.60  0.74  0.72  0.77  0.76  0.77  0.70  0.72  0.72  0.05  0.72  0.65  0.46  0.65  0.58  0.64  0.67  0.16 -0.13  0.17 -0.12 
x117: -0.12  0.03  0.12  0.12  0.11  0.00  0.00  0.00  0.00  0.06 -0.06 -0.08 -0.03  0.03  0.28  0.11  0.14 -0.04  0.00  0.29 -0.19  0.15 -0.04  0.02 -0.15  0.00  0.19 -0.01  0.04 -0.24  0.15 -0.01  0.00  0.01 -0.18  0.07  0.28 -0.03  0.05  0.03  0.02  0.04 -0.07 -0.07 -0.03  0.03  0.25  0.09  0.12 -0.24  0.24  0.30 -0.30  0.05  0.04 -0.18  0.28  0.11  0.11 -0.11 -0.09  0.09  0.00  0.00  0.00  0.00  0.14  0.17  0.01  0.04 -0.02 -0.26  0.06 -0.07 -0.03  0.03  0.25  0.09 -0.06 -0.04  0.03  0.24  0.07 -0.05 -0.02  0.02  0.25  0.11 -0.12  0.12 -0.18 -0.07  0.01 -0.01  0.10  0.19 -0.12 -0.05  0.05  0.11 -0.06  0.07  0.05 -0.03  0.16  0.00  0.11 -0.50  0.00  0.47  0.18  0.59  0.60  0.60  0.60  0.59  0.60  1.00  0.59  0.64  0.60  0.61  0.61  0.57  0.60  0.61  0.06  0.60  0.55  0.52  0.58  0.55  0.57  0.58  0.20 -0.13  0.20 -0.13 
x118: -0.07  0.03  0.10  0.11  0.10  0.00  0.00  0.00  0.00  0.03 -0.03 -0.01 -0.04 -0.09  0.32  0.07  0.10 -0.16 -0.01  0.33 -0.15  0.18  0.04  0.00 -0.14 -0.08  0.24  0.05  0.02 -0.23  0.09 -0.03  0.00  0.03 -0.20  0.09  0.28 -0.04 -0.02 -0.05 -0.03  0.17 -0.09  0.00 -0.04 -0.08  0.29  0.06  0.09 -0.21  0.21  0.26 -0.26  0.11 -0.02 -0.20  0.28  0.10  0.15 -0.15 -0.06  0.06  0.00  0.00  0.00  0.00  0.12  0.22  0.02  0.08 -0.03 -0.31  0.14  0.00 -0.04 -0.08  0.29  0.06  0.02 -0.05 -0.08  0.27  0.04  0.00 -0.02 -0.08  0.30  0.08 -0.09  0.09 -0.13 -0.03 -0.11  0.11  0.30  0.40 -0.05  0.01 -0.01  0.07 -0.02  0.03  0.10 -0.09  0.14 -0.07  0.07 -0.60 -0.06  0.55  0.17  0.81  0.81  0.81  0.82  0.81  0.74  0.59  1.00  0.68  0.82  0.81  0.80  0.70  0.73  0.74  0.04  0.74  0.60  0.46  0.65  0.56  0.64  0.67  0.18 -0.14  0.18 -0.12 
x119: -0.10  0.03  0.11  0.11  0.10  0.00  0.00  0.00  0.00  0.07 -0.07 -0.05 -0.04 -0.06  0.35  0.14  0.18 -0.08  0.00  0.32 -0.20  0.17 -0.02  0.01 -0.16 -0.05  0.21  0.02  0.03 -0.26  0.11  0.00  0.00  0.01 -0.20  0.09  0.29 -0.02  0.05  0.02  0.00  0.09 -0.09 -0.04 -0.03 -0.06  0.32  0.13  0.16 -0.25  0.25  0.29 -0.29  0.07  0.05 -0.20  0.29  0.10  0.15 -0.15 -0.08  0.08  0.00  0.00  0.00  0.00  0.14  0.21  0.02  0.02 -0.02 -0.28  0.09 -0.04 -0.03 -0.06  0.32  0.13 -0.02 -0.04 -0.06  0.30  0.11 -0.04 -0.02 -0.06  0.32  0.14 -0.16  0.16 -0.18 -0.07 -0.04  0.04  0.17  0.26 -0.09 -0.05  0.05  0.12 -0.07  0.08  0.05 -0.03  0.17 -0.01  0.12 -0.55 -0.05  0.53  0.18  0.69  0.69  0.69  0.69  0.69  0.72  0.64  0.68  1.00  0.69  0.75  0.69  0.66  0.68  0.69  0.05  0.68  0.62  0.51  0.66  0.63  0.66  0.65  0.20 -0.14  0.20 -0.13 
x120: -0.08  0.03  0.08  0.09  0.08  0.00  0.00  0.00  0.00  0.08 -0.08  0.00 -0.07 -0.06  0.33  0.05  0.09 -0.19 -0.04  0.39 -0.16  0.17  0.09 -0.02 -0.16 -0.10  0.23  0.13 -0.01 -0.29  0.05 -0.02 -0.01  0.03 -0.25  0.13  0.31 -0.03 -0.03 -0.06 -0.04  0.23 -0.13  0.02 -0.07 -0.06  0.30  0.04  0.08 -0.23  0.23  0.29 -0.29  0.15 -0.01 -0.25  0.31  0.08  0.04 -0.04 -0.02  0.02  0.00  0.00  0.00  0.00  0.02  0.20  0.00  0.21 -0.03 -0.34  0.20  0.02 -0.07 -0.06  0.30  0.04  0.02 -0.08 -0.05  0.28  0.02  0.01 -0.06 -0.06  0.31  0.06 -0.08  0.08 -0.14 -0.05 -0.14  0.14  0.35  0.44 -0.01  0.00  0.00  0.10 -0.02  0.04  0.08 -0.09  0.16 -0.06  0.10 -0.70 -0.09  0.62  0.20  0.98  0.99  0.99  1.00  0.99  0.77  0.60  0.82  0.69  1.00  0.87  0.91  0.78  0.82  0.83  0.02  0.83  0.56  0.42  0.61  0.53  0.63  0.72  0.15 -0.15  0.17 -0.14 
x121: -0.07  0.03  0.09  0.09  0.08  0.00  0.00  0.00  0.00  0.05 -0.05 -0.01 -0.05 -0.08  0.32  0.08  0.12 -0.15 -0.02  0.36 -0.17  0.16  0.05  0.00 -0.16 -0.08  0.23  0.08  0.01 -0.27  0.09 -0.01 -0.01  0.02 -0.23  0.12  0.29 -0.03 -0.01 -0.03 -0.03  0.18 -0.11  0.00 -0.05 -0.07  0.29  0.07  0.11 -0.23  0.23  0.28 -0.28  0.13  0.00 -0.23  0.29  0.08  0.11 -0.11 -0.05  0.05  0.00  0.00  0.00  0.00  0.08  0.23  0.02  0.12 -0.03 -0.32  0.15  0.00 -0.05 -0.07  0.29  0.07  0.01 -0.06 -0.07  0.27  0.05 -0.01 -0.03 -0.08  0.31  0.08 -0.11  0.11 -0.15 -0.05 -0.11  0.11  0.30  0.39 -0.04  0.00  0.00  0.10 -0.03  0.04  0.09 -0.08  0.16 -0.05  0.10 -0.65 -0.06  0.58  0.17  0.87  0.87  0.86  0.87  0.86  0.76  0.61  0.81  0.75  0.87  1.00  0.84  0.74  0.78  0.78  0.05  0.78  0.60  0.47  0.65  0.58  0.67  0.72  0.19 -0.14  0.19 -0.12 
x122: -0.08  0.03  0.09  0.09  0.09  0.00  0.00  0.00  0.00  0.03 -0.03  0.02 -0.06 -0.10  0.31  0.05  0.08 -0.20 -0.06  0.38 -0.13  0.15  0.09 -0.01 -0.14 -0.08  0.22  0.10  0.01 -0.24  0.09 -0.02  0.02  0.01 -0.20  0.09  0.30 -0.04 -0.06 -0.09 -0.03  0.22 -0.08  0.04 -0.07 -0.09  0.28  0.04  0.07 -0.19  0.19  0.28 -0.28  0.13 -0.05 -0.20  0.30  0.09  0.05 -0.05 -0.02  0.02  0.00  0.00  0.00  0.00  0.05  0.27  0.00  0.18 -0.04 -0.35  0.17  0.04 -0.07 -0.09  0.28  0.04  0.05 -0.07 -0.09  0.26  0.02  0.03 -0.05 -0.09  0.30  0.06 -0.07  0.07 -0.11 -0.02 -0.13  0.13  0.33  0.42 -0.03  0.04 -0.04  0.05  0.01  0.00  0.11 -0.11  0.11 -0.08  0.05 -0.66 -0.08  0.59  0.19  0.90  0.90  0.90  0.91  0.91  0.77  0.61  0.80  0.69  0.91  0.84  1.00  0.75  0.79  0.79  0.05  0.79  0.58  0.44  0.62  0.54  0.64  0.73  0.18 -0.14  0.21 -0.07 
x123: -0.06  0.04  0.08  0.09  0.08  0.00  0.00  0.00  0.00  0.15 -0.15  0.05 -0.12 -0.07  0.30  0.05  0.09 -0.11 -0.03  0.45 -0.26  0.15  0.07 -0.04 -0.23 -0.07  0.21  0.16 -0.05 -0.40  0.09  0.02 -0.04  0.01 -0.33  0.18  0.37  0.00  0.01  0.03  0.01  0.18 -0.18  0.06 -0.12 -0.06  0.26  0.04  0.07 -0.36  0.36  0.35 -0.35  0.20  0.01 -0.33  0.37  0.08  0.13 -0.13 -0.04  0.04  0.00  0.00  0.00  0.00  0.11  0.25  0.01  0.15 -0.03 -0.39  0.16  0.06 -0.12 -0.06  0.26  0.04  0.06 -0.12 -0.06  0.24  0.03  0.10 -0.11 -0.08  0.28  0.06 -0.07  0.07 -0.31 -0.13 -0.16  0.16  0.31  0.38  0.06 -0.02  0.02  0.15 -0.06  0.06  0.12 -0.06  0.21  0.02  0.15 -0.75  0.09  0.69  0.12  0.79  0.78  0.77  0.78  0.77  0.70  0.57  0.70  0.66  0.78  0.74  0.75  1.00  0.97  0.93  0.16  0.95  0.67  0.54  0.68  0.64  0.73  0.79  0.22 -0.21  0.22 -0.20 
x124: -0.06  0.04  0.09  0.09  0.08  0.00  0.00  0.00  0.00  0.14 -0.14  0.04 -0.12 -0.06  0.31  0.06  0.09 -0.11 -0.02  0.45 -0.26  0.17  0.06 -0.03 -0.23 -0.08  0.23  0.14 -0.03 -0.39  0.10  0.01 -0.04  0.02 -0.34  0.18  0.37 -0.01  0.02  0.03  0.01  0.17 -0.19  0.05 -0.11 -0.06  0.28  0.05  0.08 -0.36  0.36  0.36 -0.36  0.19  0.02 -0.34  0.37  0.08  0.14 -0.14 -0.05  0.05  0.00  0.00  0.00  0.00  0.11  0.27  0.00  0.16 -0.03 -0.40  0.16  0.05 -0.11 -0.06  0.28  0.05  0.05 -0.12 -0.05  0.26  0.03  0.09 -0.11 -0.08  0.29  0.07 -0.08  0.08 -0.30 -0.11 -0.15  0.15  0.31  0.39  0.04 -0.03  0.03  0.16 -0.07  0.07  0.12 -0.07  0.22  0.02  0.16 -0.78  0.09  0.71  0.13  0.82  0.82  0.81  0.82  0.81  0.72  0.60  0.73  0.68  0.82  0.78  0.79  0.97  1.00  0.98  0.17  0.98  0.68  0.55  0.70  0.65  0.74  0.82  0.23 -0.20  0.22 -0.19 
x125: -0.07  0.04  0.09  0.10  0.09  0.00  0.00  0.00  0.00  0.14 -0.14  0.01 -0.10 -0.03  0.32  0.07  0.10 -0.10 -0.01  0.44 -0.26  0.18  0.04 -0.02 -0.23 -0.08  0.24  0.12 -0.02 -0.39  0.09  0.01 -0.05  0.03 -0.34  0.18  0.38 -0.01  0.04  0.04  0.01  0.16 -0.18  0.02 -0.10 -0.03  0.29  0.06  0.09 -0.36  0.36  0.37 -0.37  0.17  0.04 -0.34  0.38  0.09  0.13 -0.13 -0.06  0.06  0.00  0.00  0.00  0.00  0.10  0.26  0.00  0.17 -0.03 -0.40  0.16  0.02 -0.10 -0.03  0.29  0.06  0.02 -0.11 -0.02  0.27  0.04  0.07 -0.09 -0.05  0.30  0.07 -0.09  0.09 -0.30 -0.09 -0.13  0.13  0.30  0.38  0.02 -0.05  0.05  0.17 -0.08  0.09  0.12 -0.06  0.24  0.02  0.17 -0.80  0.09  0.73  0.12  0.82  0.82  0.82  0.83  0.82  0.72  0.61  0.74  0.69  0.83  0.78  0.79  0.93  0.98  1.00  0.18  0.98  0.68  0.55  0.70  0.65  0.74  0.82  0.22 -0.19  0.22 -0.18 
x126:  0.01  0.01  0.01  0.01  0.01  0.00  0.00  0.00  0.00 -0.05  0.05 -0.03  0.03 -0.02  0.02  0.02  0.02  0.03  0.07 -0.03 -0.04  0.05 -0.10  0.03  0.02  0.02  0.06 -0.14  0.08  0.03  0.10 -0.03  0.02  0.03  0.03 -0.04  0.05 -0.04  0.03  0.03  0.02 -0.10  0.04 -0.03  0.03 -0.02  0.02  0.02  0.02 -0.04  0.04  0.07 -0.07 -0.04  0.00  0.03  0.05  0.01  0.15 -0.15 -0.14  0.14  0.00  0.00  0.00  0.00  0.12  0.05  0.01 -0.06  0.01 -0.04  0.01 -0.03  0.03 -0.02  0.02  0.02 -0.01  0.03 -0.01  0.02  0.02  0.18  0.04  0.00  0.02  0.02 -0.02  0.02 -0.01  0.28  0.00  0.00 -0.03  0.01  0.21  0.00  0.00  0.01  0.01  0.01  0.37  0.06  0.03  0.20  0.01 -0.06  0.09  0.02  0.00  0.01  0.01  0.02  0.02  0.02  0.05  0.06  0.04  0.05  0.02  0.05  0.05  0.16  0.17  0.18  1.00  0.17  0.07  0.07  0.06  0.07  0.09  0.11  0.10  0.07  0.05  0.07 
x127: -0.08  0.04  0.10  0.10  0.10  0.00  0.00  0.00  0.00  0.15 -0.15 -0.01 -0.09 -0.02  0.33  0.06  0.10 -0.10 -0.01  0.43 -0.26  0.19  0.04 -0.02 -0.23 -0.09  0.25  0.11 -0.01 -0.39  0.09  0.01 -0.05  0.03 -0.34  0.18  0.38 -0.01  0.04  0.04  0.01  0.16 -0.19  0.00 -0.09 -0.02  0.30  0.05  0.08 -0.36  0.36  0.37 -0.37  0.17  0.05 -0.34  0.38  0.10  0.13 -0.13 -0.07  0.07  0.00  0.00  0.00  0.00  0.11  0.26  0.00  0.16 -0.03 -0.40  0.16  0.00 -0.09 -0.02  0.30  0.05  0.00 -0.09 -0.01  0.28  0.03  0.04 -0.08 -0.04  0.31  0.07 -0.08  0.08 -0.30 -0.10 -0.13  0.13  0.29  0.37  0.03 -0.05  0.05  0.18 -0.09  0.09  0.11 -0.05  0.24  0.03  0.18 -0.78  0.09  0.71  0.13  0.83  0.82  0.82  0.83  0.82  0.72  0.60  0.74  0.68  0.83  0.78  0.79  0.95  0.98  0.98  0.17  1.00  0.68  0.54  0.70  0.64  0.74  0.81  0.22 -0.19  0.22 -0.19 
