Output for File: data/Communities and Crime Unnormalized/CommViolPredUnnormalizedData.txt
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  
x138: -0.04  0.13 -0.11 -0.27 -0.02  0.12 -0.10  0.55 -0.56 -0.01  0.21  0.04  0.09  0.05  0.13  0.12  0.02 -0.42 -0.36 -0.10 -0.53  0.17  0.54 -0.06 -0.42 -0.29 -0.18 -0.20 -0.07 -0.15 -0.12 -0.23  0.15  0.54  0.34  0.43 -0.27  0.47 -0.37 -0.09 -0.03  0.24 -0.29  0.54  0.22  0.56  0.56  0.04 -0.66 -0.69 -0.63 -0.63 -0.03 -0.13  0.13  0.62  0.05  0.16  0.20  0.24  0.27  0.13  0.14  0.15  0.15 -0.16  0.19  0.25  0.17 -0.11 -0.21  0.20 -0.47  0.30  0.43 -0.36  0.19 -0.37 -0.41  0.42  0.06 -0.07  0.52  0.30 -0.22 -0.20 -0.19 -0.11 -0.28 -0.27 -0.27 -0.16 -0.27  0.35  0.04  0.09  0.10  0.06  0.10 -0.12 -0.19  0.02 -0.06  0.10  0.22  0.09  0.22  0.12  0.24  0.28  0.22  0.28  0.27  0.32  0.15  0.09  0.31  0.09  0.30  0.23  0.08  0.12  0.05  0.20  0.10  0.30  0.26  0.27  0.19  0.14  0.55  0.21  0.51  0.10  0.64  0.15  0.62  0.24  1.00  0.20  0.60  0.14  0.54  0.13  0.41  0.67 -0.01 
x139: -0.05  0.04  0.02 -0.08 -0.04  0.97 -0.05  0.18 -0.22  0.07  0.11  0.00  0.06  0.03 -0.04  0.97  0.13 -0.10 -0.03 -0.07 -0.13 -0.05  0.14 -0.07 -0.10 -0.05  0.01 -0.05 -0.02 -0.06 -0.04 -0.07  0.96  0.15  0.06  0.08 -0.02  0.12 -0.04 -0.09  0.02 -0.01 -0.02  0.17  0.15  0.19  0.19  0.05 -0.21 -0.22 -0.18 -0.21 -0.04 -0.08  0.92  0.26  0.86  0.08  0.10  0.12  0.14  0.14  0.14  0.15  0.15 -0.12  0.13  0.12  0.07 -0.04 -0.02  0.02 -0.20  0.13  0.18 -0.16  0.93 -0.07 -0.21  0.21 -0.02 -0.05  0.09  0.10 -0.04 -0.03 -0.01  0.04 -0.05 -0.05 -0.03  0.00 -0.06  0.08  0.03 -0.01  0.87  0.81  0.13 -0.08 -0.07  0.02 -0.05  0.92  0.24  0.91  0.24  0.89  0.24  0.34  0.24  0.37  0.34  0.34  0.28  0.18  0.41  0.83  0.43  0.32  0.24  0.20  0.32  0.91  0.92  0.37  0.31  0.25  0.22  0.93  0.31  0.88  0.16  0.91  0.38  0.93  0.19  0.98  0.20  1.00  0.17  0.95  0.30  0.88  0.20  0.26 -0.04 
x140: -0.05  0.23 -0.01 -0.24 -0.03  0.07 -0.24  0.36 -0.32 -0.09  0.06  0.05  0.11  0.08  0.15  0.06 -0.07 -0.45 -0.30 -0.05 -0.38  0.17  0.35 -0.03 -0.43 -0.31 -0.23 -0.24 -0.09 -0.19 -0.12 -0.23  0.09  0.45  0.22  0.28 -0.23  0.29 -0.27 -0.09  0.00  0.19 -0.25  0.51  0.15  0.51  0.52 -0.14 -0.55 -0.54 -0.51 -0.51  0.10  0.04  0.07  0.41  0.02  0.17  0.19  0.21  0.23 -0.02 -0.02 -0.02 -0.02  0.01  0.02  0.06 -0.01 -0.27 -0.32  0.00 -0.42  0.12  0.39 -0.32  0.12 -0.26 -0.39  0.22 -0.01 -0.03  0.44  0.17 -0.33 -0.32 -0.31 -0.21 -0.35 -0.37 -0.38 -0.28 -0.38  0.15 -0.17 -0.02  0.06  0.03 -0.07 -0.05 -0.22 -0.04 -0.08  0.05  0.16  0.05  0.16  0.07  0.17  0.21  0.16  0.22  0.21  0.18  0.12  0.07  0.19  0.05  0.21  0.15  0.03 -0.02 -0.05  0.13  0.05  0.22  0.20  0.21  0.14  0.07  0.35  0.14  0.47  0.05  0.42  0.09  0.44  0.13  0.60  0.17  1.00  0.07  0.36  0.07  0.30  0.47 -0.02 
x141: -0.05 -0.01  0.00 -0.05 -0.05  0.98 -0.01  0.16 -0.21  0.08  0.10 -0.01  0.04  0.01 -0.03  0.98  0.09 -0.06 -0.03 -0.06 -0.11 -0.04  0.14 -0.06 -0.07 -0.03  0.02 -0.03 -0.01 -0.04 -0.03 -0.05  0.98  0.11  0.07  0.08 -0.02  0.12 -0.05 -0.05  0.00  0.01 -0.03  0.11  0.13  0.13  0.13  0.08 -0.17 -0.18 -0.15 -0.17 -0.07 -0.10  0.97  0.23  0.92  0.05  0.07  0.08  0.10  0.15  0.16  0.16  0.17 -0.13  0.14  0.13  0.09  0.00  0.01  0.04 -0.16  0.14  0.15 -0.12  0.90 -0.04 -0.16  0.18 -0.01 -0.07  0.06  0.11  0.00  0.01  0.03  0.06 -0.02 -0.01  0.00  0.03 -0.02  0.07  0.05  0.02  0.91  0.89  0.15 -0.07 -0.02  0.04 -0.01  0.95  0.19  0.95  0.19  0.93  0.19  0.25  0.19  0.27  0.24  0.30  0.22  0.15  0.34  0.90  0.33  0.26  0.20  0.23  0.34  0.87  0.94  0.27  0.22  0.17  0.19  0.97  0.27  0.86  0.10  0.96  0.35  0.94  0.15  0.97  0.14  0.95  0.07  1.00  0.31  0.91  0.17  0.21 -0.05 
x142: -0.04 -0.05 -0.06 -0.11 -0.03  0.24  0.02  0.41 -0.56  0.18  0.35 -0.06  0.07  0.00  0.00  0.25  0.28 -0.18 -0.13 -0.22 -0.37  0.01  0.38 -0.08 -0.20 -0.14 -0.05 -0.06 -0.02 -0.09 -0.04 -0.11  0.26  0.26  0.26  0.33 -0.20  0.36 -0.16 -0.05 -0.11  0.15 -0.21  0.37  0.29  0.41  0.40  0.21 -0.46 -0.48 -0.39 -0.45 -0.12 -0.21  0.25  0.52  0.17  0.09  0.15  0.19  0.25  0.40  0.42  0.43  0.45 -0.39  0.41  0.39  0.31  0.06  0.06  0.21 -0.40  0.44  0.42 -0.35  0.29 -0.11 -0.38  0.36 -0.12 -0.13  0.18  0.21  0.02  0.03  0.03  0.05  0.02  0.02  0.03  0.02  0.01  0.27  0.21  0.07  0.19  0.14  0.43 -0.22 -0.06  0.11 -0.01  0.21  0.28  0.20  0.28  0.25  0.28  0.37  0.28  0.39  0.38  0.40  0.25  0.18  0.43  0.17  0.43  0.36  0.07  0.43  0.35  0.33  0.21  0.41  0.31  0.31  0.26  0.25  0.53  0.32  0.33  0.21  0.78  0.25  0.45  0.33  0.54  0.30  0.36  0.31  1.00  0.26  0.34  0.58 -0.01 
x143: -0.06 -0.01  0.01 -0.04 -0.06  0.90 -0.01  0.15 -0.20  0.07  0.10  0.00  0.04  0.02 -0.04  0.90  0.09 -0.07 -0.03 -0.06 -0.11 -0.04  0.14 -0.05 -0.08 -0.05  0.01 -0.03 -0.01 -0.04 -0.03 -0.06  0.90  0.12  0.07  0.08 -0.03  0.12 -0.05 -0.04  0.00  0.02 -0.03  0.12  0.13  0.14  0.14  0.08 -0.17 -0.17 -0.15 -0.16 -0.06 -0.09  0.87  0.22  0.86  0.05  0.07  0.08  0.10  0.14  0.14  0.14  0.15 -0.11  0.13  0.13  0.09  0.00  0.01  0.04 -0.15  0.13  0.13 -0.11  0.84 -0.04 -0.15  0.21  0.00 -0.06  0.07  0.10 -0.01  0.00  0.01  0.06 -0.03 -0.02 -0.01  0.01 -0.03  0.08  0.03  0.01  0.75  0.74  0.12 -0.05 -0.03  0.04  0.00  0.84  0.18  0.84  0.19  0.92  0.20  0.27  0.18  0.27  0.24  0.29  0.23  0.15  0.34  0.76  0.33  0.23  0.21  0.19  0.27  0.83  0.81  0.28  0.22  0.18  0.17  0.90  0.27  0.86  0.12  0.85  0.32  0.87  0.14  0.89  0.13  0.88  0.07  0.91  0.26  1.00  0.28  0.20 -0.05 
x144: -0.05  0.00  0.02 -0.10 -0.05  0.16  0.00  0.27 -0.33  0.05  0.16  0.02  0.07  0.02 -0.02  0.15  0.03 -0.23 -0.16 -0.10 -0.31  0.02  0.38 -0.02 -0.24 -0.20 -0.15 -0.12 -0.02 -0.13 -0.05 -0.16  0.17  0.28  0.17  0.24 -0.21  0.34 -0.18  0.02 -0.06  0.19 -0.22  0.36  0.15  0.37  0.37  0.10 -0.39 -0.39 -0.37 -0.35 -0.09 -0.14  0.16  0.38  0.09  0.06  0.07  0.10  0.12  0.09  0.10  0.10  0.11 -0.12  0.14  0.20  0.15  0.01 -0.03  0.16 -0.28  0.21  0.23 -0.21  0.19 -0.12 -0.25  0.38  0.03 -0.09  0.25  0.14 -0.10 -0.10 -0.10 -0.08 -0.11 -0.12 -0.12 -0.09 -0.12  0.23  0.03  0.05  0.11  0.07  0.07 -0.06 -0.11  0.04  0.03  0.12  0.14  0.12  0.14  0.17  0.16  0.25  0.14  0.23  0.22  0.29  0.14  0.10  0.28  0.10  0.24  0.20  0.08  0.12  0.06  0.19  0.12  0.24  0.20  0.21  0.12  0.16  0.40  0.24  0.36  0.12  0.42  0.16  0.34  0.21  0.41  0.20  0.30  0.17  0.34  0.28  1.00  0.36  0.00 
x145: -0.04  0.07 -0.09 -0.26 -0.03  0.19 -0.02  0.58 -0.64  0.05  0.27  0.02  0.09  0.04  0.08  0.19  0.06 -0.38 -0.29 -0.12 -0.53  0.12  0.49 -0.07 -0.39 -0.30 -0.17 -0.20 -0.05 -0.11 -0.10 -0.20  0.21  0.47  0.38  0.46 -0.27  0.41 -0.31 -0.09 -0.05  0.25 -0.29  0.48  0.24  0.51  0.50  0.14 -0.63 -0.67 -0.59 -0.60 -0.03 -0.14  0.20  0.67  0.14  0.16  0.21  0.25  0.29  0.23  0.25  0.26  0.27 -0.24  0.29  0.34  0.26 -0.02 -0.11  0.26 -0.51  0.40  0.45 -0.34  0.24 -0.28 -0.46  0.42  0.05 -0.10  0.47  0.31 -0.15 -0.13 -0.12 -0.05 -0.24 -0.22 -0.20 -0.07 -0.21  0.29  0.12  0.07  0.18  0.13  0.21 -0.12 -0.15  0.05 -0.05  0.16  0.26  0.16  0.25  0.20  0.28  0.34  0.26  0.32  0.31  0.39  0.19  0.17  0.38  0.16  0.35  0.28  0.08  0.24  0.18  0.27  0.15  0.34  0.30  0.30  0.23  0.21  0.62  0.33  0.61  0.18  0.77  0.26  0.83  0.28  0.67  0.26  0.47  0.21  0.58  0.20  0.36  1.00 -0.04 
x146:  0.84 -0.10 -0.03 -0.01  0.92 -0.04  0.03 -0.05  0.02  0.03  0.05 -0.02 -0.03 -0.03 -0.01 -0.04  0.01  0.05  0.03 -0.01  0.02 -0.02 -0.03  0.00  0.05  0.04  0.03  0.00 -0.02  0.03  0.03  0.04 -0.05 -0.05  0.00 -0.01  0.00  0.01  0.02  0.02 -0.06 -0.02  0.00 -0.01 -0.03 -0.01 -0.01  0.04  0.05  0.04  0.05  0.06 -0.06 -0.05 -0.05 -0.05 -0.04 -0.04 -0.03 -0.03 -0.03  0.03  0.04  0.04  0.04 -0.06  0.05  0.03  0.03  0.05  0.04  0.03  0.03  0.03 -0.02  0.01 -0.04 -0.04  0.04 -0.05 -0.02  0.07 -0.03 -0.04  0.05  0.05  0.05  0.05  0.06  0.06  0.07  0.06  0.06  0.03  0.09  0.01 -0.04 -0.04  0.06 -0.05  0.01  0.00  0.01 -0.04  0.02 -0.04  0.02 -0.04  0.02  0.00  0.02  0.01  0.01 -0.01 -0.01  0.00 -0.01 -0.04 -0.01  0.01  0.01 -0.02 -0.01 -0.03 -0.04  0.00  0.00 -0.01  0.03 -0.05 -0.03 -0.05  0.00 -0.04 -0.03 -0.04 -0.04 -0.04 -0.01 -0.04 -0.02 -0.05 -0.01 -0.05  0.00 -0.04  1.00 

{ Function 0: X90 = 0.00000000 + 0.00000000 X87 + 1.00000000 X88 + 1.00000000 X91, SSR = 1.46E-22 }
{ Function 1: X90 = 0.00000000 + -0.00000000 X26 + 1.00000000 X88 + 1.00000000 X91, SSR = 5.43E-22 }
{ Function 2: X104 = -0.00030296 + 0.99999729 X110, SSR = 3.11E-01 }
{ Function 3: X110 = 0.00030323 + 1.00000270 X104, SSR = 3.11E-01 }
{ Function 4: X47 = 1.69969020 + 0.03197329 X67 + 0.45896265 X70, SSR = 6.96E00 }
{ Function 5: X69 = -0.16798555 + 0.74259350 X70 + 0.31631562 X71, SSR = 9.77E00 }
{ Function 6: X47 = 1.07014851 + 0.54100892 X70 + 0.24372186 X71, SSR = 1.22E01 }
{ Function 7: X47 = 1.26758503 + 0.71185970 X69, SSR = 1.65E01 }
{ Function 8: X47 = 2.07700650 + 0.31569405 X6 + 0.03675848 X67, SSR = 1.72E01 }
{ Function 9: X47 = 2.86367297 + 0.06793641 X68, SSR = 2.53E01 }
{ Function 10: X69 = 0.26793818 + 0.01942635 X67 + 0.81856426 X70, SSR = 2.58E01 }
{ Function 11: X69 = -1.21410476 + 1.22374342 X47, SSR = 2.84E01 }
{ Function 12: X70 = 0.46639628 + 0.86935174 X69, SSR = 2.91E01 }
{ Function 13: X70 = -0.71452469 + 1.10394303 X47, SSR = 3.95E01 }
{ Function 14: X69 = 0.72909855 + 0.65161303 X6 + 0.02276265 X67, SSR = 4.36E01 }
{ Function 15: X6 = 0.29249428 + 0.92315707 X69, SSR = 5.92E01 }
{ Function 16: X6 = 0.12869614 + 0.65418608 X70 + 0.33198123 X71, SSR = 6.23E01 }
{ Function 17: X70 = 0.80445217 + 0.71510781 X6, SSR = 6.95E01 }
{ Function 18: X69 = 2.30310091 + 0.07986671 X68, SSR = 7.82E01 }
{ Function 19: X6 = -0.87298341 + 1.14397980 X47, SSR = 7.92E01 }
{ Function 20: X71 = 0.48300022 + 0.67262360 X69 + 0.03016631 X73, SSR = 8.56E01 }
{ Function 21: X70 = 2.47924597 + 0.06671380 X68, SSR = 9.65E01 }
{ Function 22: X71 = 0.78821212 + 0.52968808 X6 + 0.03506080 X73, SSR = 1.03E02 }
{ Function 23: X71 = -0.30625458 + 0.81788104 X47 + 0.02750725 X73, SSR = 1.08E02 }
{ Function 24: X71 = 0.92207772 + 0.42305031 X6 + 0.05564239 X67, SSR = 1.09E02 }
{ Function 25: X61 = 0.00959918 + 0.64185501 X62, SSR = 1.13E02 }
{ Function 26: X6 = 2.40725068 + 0.07663251 X68, SSR = 1.16E02 }
{ Function 27: X71 = 1.97778454 + 0.09943163 X68, SSR = 1.19E02 }
{ Function 28: X62 = -0.01964288 + 0.74414003 X63, SSR = 1.67E02 }
{ Function 29: X62 = -0.03142070 + 1.44026303 X61 + 0.03529528 X73, SSR = 2.25E02 }
{ Function 30: X63 = 0.04020297 + 0.77020540 X64, SSR = 2.32E02 }
{ Function 31: X75 = 3.94227584 + -0.02866720 X74, SSR = 2.37E02 }
{ Function 32: X61 = 0.00275225 + 0.47513339 X63, SSR = 2.39E02 }
{ Function 33: X63 = 0.05473242 + 1.32714015 X62, SSR = 2.97E02 }
{ Function 34: X61 = 0.03063691 + 0.36296674 X64, SSR = 3.78E02 }
{ Function 35: X64 = -0.02310783 + 1.28574830 X63, SSR = 3.88E02 }
{ Function 36: X62 = 0.01710586 + 0.57081980 X64, SSR = 4.01E02 }
{ Function 37: X68 = -3.87830708 + 0.75573717 X67 + 1.35860247 X70, SSR = 4.38E02 }
{ Function 38: X68 = -3.45630433 + 1.22511887 X6 + 0.75284603 X67, SSR = 4.42E02 }
{ Function 39: X46 = -0.34128740 + 0.90495176 X45, SSR = 6.38E02 }
{ Function 40: X45 = 0.75925304 + 1.06969077 X46, SSR = 7.54E02 }
{ Function 41: X43 = -0.72648635 + 0.91135793 X46, SSR = 8.32E02 }
{ Function 42: X63 = -0.00352532 + 1.85296994 X61 + 0.06639778 X73, SSR = 8.56E02 }
{ Function 43: X67 = 0.77654766 + 1.17730354 X68, SSR = 9.25E02 }
{ Function 44: X46 = 1.27631759 + 1.04476676 X43, SSR = 9.54E02 }
{ Function 45: X61 = -0.16817264 + 0.17264912 X98, SSR = 9.61E02 }
{ Function 46: X116 = 0.03416925 + 1.01366153 X113 + 1.03149901 X114, SSR = 1.09E03 }
{ Function 47: X64 = 0.05899335 + 1.69945842 X62, SSR = 1.19E03 }
{ Function 48: X62 = -0.29907510 + 0.27199667 X98, SSR = 1.80E03 }
{ Function 49: X61 = 0.36963096 + 0.30322368 X66, SSR = 2.03E03 }
{ Function 50: X64 = -0.07431107 + 2.24267379 X61 + 0.13384227 X73, SSR = 2.04E03 }
{ Function 51: X68 = -21.67303482 + 7.85228398 X47 + 0.24526659 X73, SSR = 2.24E03 }
{ Function 52: X61 = 8.58384980 + -0.08595723 X65, SSR = 2.40E03 }
{ Function 53: X63 = -0.40469578 + 0.36949420 X98, SSR = 2.49E03 }
{ Function 54: X43 = -0.64268200 + 0.79270009 X45, SSR = 2.58E03 }
{ Function 55: X4 = 1.29583962 + 0.00415193 X146, SSR = 2.92E03 }
{ Function 56: X68 = -9.88000382 + 4.75911836 X69 + 0.32588269 X73, SSR = 2.98E03 }
{ Function 57: X118 = 0.02476295 + 0.10124499 X111, SSR = 3.14E03 }
{ Function 58: X118 = 0.02332277 + 0.09945623 X125, SSR = 3.15E03 }
{ Function 59: X55 = 10.47709537 + 0.07529607 X7 + -0.10644443 X50 + 0.00399673 X134, SSR = 3.20E03 }
{ Function 60: X68 = -26.40566311 + 9.52062925 X47 + 0.21812407 X66, SSR = 3.21E03 }
{ Function 61: X67 = -21.32010724 + 8.07143469 X47 + 0.34981206 X73, SSR = 3.29E03 }
{ Function 62: X66 = -0.28628562 + 0.16684102 X10 + 0.46391762 X64, SSR = 3.30E03 }
{ Function 63: X68 = -9.62865376 + 4.37921843 X70 + 0.37345210 X73, SSR = 3.36E03 }
{ Function 64: X64 = -0.59835677 + 0.48255743 X98, SSR = 3.39E03 }
{ Function 65: X68 = -26.34985705 + 0.05965765 X10 + 9.51892503 X47, SSR = 3.40E03 }
{ Function 66: X4 = 1.19303701 + 0.00442756 X0, SSR = 3.48E03 }
{ Function 67: X45 = 2.52074327 + 1.07416774 X43, SSR = 3.50E03 }
{ Function 68: X118 = 0.05144948 + 0.10281760 X112, SSR = 3.57E03 }
{ Function 69: X66 = -0.28975195 + 0.17466065 X10 + 0.56639628 X63, SSR = 3.58E03 }
{ Function 70: X66 = -0.61036440 + 0.16521636 X10 + 0.23196014 X98, SSR = 3.59E03 }
{ Function 71: X66 = -0.26771005 + 0.17651431 X10 + 0.74828301 X62, SSR = 3.60E03 }
{ Function 72: X55 = 22.45161388 + -0.08353709 X8 + -0.16636282 X48, SSR = 3.75E03 }
{ Function 73: X55 = 21.80795966 + -0.09159223 X8 + -0.13437373 X50, SSR = 3.90E03 }
{ Function 74: X66 = -0.25322910 + 0.18561023 X10 + 1.07666400 X61, SSR = 3.92E03 }
{ Function 75: X68 = -7.50941507 + 3.66582379 X6 + 0.36313141 X73, SSR = 3.95E03 }
{ Function 76: X55 = 14.24141803 + -0.16641727 X49 + 0.00447600 X134, SSR = 4.07E03 }
{ Function 77: X68 = -14.47291098 + 0.24926298 X66 + 3.57440787 X70 + 3.37682915 X71, SSR = 4.16E03 }
{ Function 78: X62 = 0.53134332 + 0.48471326 X66, SSR = 4.19E03 }
{ Function 79: X55 = 22.32761535 + -0.09249228 X8 + -0.15154079 X51, SSR = 4.38E03 }
{ Function 80: X55 = 15.61096422 + -0.17960533 X48 + 0.00495849 X134, SSR = 4.41E03 }
{ Function 81: X68 = -14.38869149 + 0.06834450 X10 + 3.63157057 X70 + 3.29886630 X71, SSR = 4.45E03 }
{ Function 82: X66 = 21.51673011 + -0.23389980 X65 + 0.23314918 X67, SSR = 4.58E03 }
{ Function 83: X66 = 22.33136707 + -0.23997941 X65 + 0.24787633 X68, SSR = 4.72E03 }
{ Function 84: X68 = -12.34743304 + 0.32454109 X66 + 5.91872233 X69, SSR = 4.81E03 }
{ Function 85: X13 = -7.19844612 + 0.94066656 X11 + 0.24719696 X44, SSR = 4.93E03 }
{ Function 86: X67 = -7.37253982 + 4.15643228 X69 + 0.45653154 X73, SSR = 5.05E03 }
{ Function 87: X68 = -11.95702371 + 0.09228864 X10 + 5.78746755 X69, SSR = 5.06E03 }
{ Function 88: X37 = 2.47443632 + 0.52500687 X22, SSR = 5.08E03 }
{ Function 89: X67 = -27.77545153 + 10.34939654 X47 + 0.32072153 X66, SSR = 5.11E03 }
{ Function 90: X62 = 13.62228466 + -0.13694887 X65, SSR = 5.18E03 }
{ Function 91: X55 = 14.59217546 + -0.16397269 X51 + 0.00557917 X134, SSR = 5.18E03 }
{ Function 92: X67 = -27.78334083 + 0.08692156 X10 + 10.37765390 X47, SSR = 5.56E03 }
{ Function 93: X49 = -7.62935591 + 0.08332175 X8 + 0.98322820 X48 + -0.22326278 X82, SSR = 5.58E03 }
{ Function 94: X66 = -0.61617352 + 0.91942111 X61 + 0.48673638 X73, SSR = 5.69E03 }
{ Function 95: X11 = 4.55771291 + 0.70755091 X13, SSR = 5.69E03 }
{ Function 96: X68 = -10.08224930 + 4.83404849 X6 + 0.37853874 X66, SSR = 5.94E03 }
{ Function 97: X37 = 1.78622052 + 0.17582359 X33 + 0.09934295 X35, SSR = 6.01E03 }
{ Function 98: X68 = -9.47764774 + 4.62912994 X6 + 0.10828259 X10, SSR = 6.26E03 }
{ Function 99: X66 = -2.25556942 + 0.43193877 X67 + 0.31806215 X98, SSR = 6.34E03 }
{ Function 100: X14 = -2.38005505 + 0.53830978 X21, SSR = 6.38E03 }
{ Function 101: X66 = -1.91352106 + 0.48542198 X68 + 0.32948287 X98, SSR = 6.65E03 }
{ Function 102: X127 = 0.01026611 + 0.07188406 X125, SSR = 6.77E03 }
{ Function 103: X48 = 12.71148547 + 0.86129450 X49, SSR = 7.02E03 }
{ Function 104: X66 = -1.66657627 + 0.62637480 X64 + 0.41370501 X67, SSR = 7.03E03 }
{ Function 105: X37 = 11.10551220 + 0.12216198 X35 + -0.09509642 X50, SSR = 7.08E03 }
{ Function 106: X66 = -1.35818923 + 0.64971023 X64 + 0.47280143 X68, SSR = 7.10E03 }
{ Function 107: X127 = 0.02913699 + 0.07183024 X111, SSR = 7.18E03 }
{ Function 108: X118 = 0.27972415 + 0.00883254 X109 + 0.02002035 X119, SSR = 7.19E03 }
{ Function 109: X63 = 0.74031588 + 0.65142261 X66, SSR = 7.26E03 }
{ Function 110: X127 = 0.04235716 + 0.07339307 X112, SSR = 7.26E03 }
{ Function 111: X66 = -1.78403467 + 0.76896993 X63 + 0.44841235 X67, SSR = 7.66E03 }
{ Function 112: X66 = -1.78866102 + 1.01498735 X62 + 0.45883148 X67, SSR = 7.73E03 }
{ Function 113: X66 = -1.45048800 + 0.80148291 X63 + 0.51250371 X68, SSR = 7.76E03 }
{ Function 114: X118 = 0.30688782 + 0.02589790 X119 + 0.59240826 X127, SSR = 7.81E03 }
{ Function 115: X66 = -1.44681791 + 1.05899960 X62 + 0.52479806 X68, SSR = 7.84E03 }
{ Function 116: X43 = 23.68308624 + -0.19653893 X48, SSR = 7.92E03 }
{ Function 117: X127 = 0.10576105 + 0.64047595 X118, SSR = 7.96E03 }
{ Function 118: X46 = 27.03277575 + -0.21901771 X48, SSR = 8.17E03 }
{ Function 119: X13 = -11.29171938 + 0.91398112 X12, SSR = 8.26E03 }
{ Function 120: X43 = 21.09441369 + -0.16800913 X49, SSR = 8.32E03 }
{ Function 121: X66 = -1.91688467 + 1.46892101 X61 + 0.50275519 X67, SSR = 8.39E03 }
{ Function 122: X67 = -10.70380632 + 0.46298144 X66 + 5.72534110 X69, SSR = 8.43E03 }
{ Function 123: X67 = -7.31045785 + 0.39951908 X66 + 4.95785117 X71, SSR = 8.53E03 }
{ Function 124: X66 = -1.53728367 + 1.54055825 X61 + 0.57454881 X68, SSR = 8.59E03 }
{ Function 125: X46 = 24.15161491 + -0.18727523 X49, SSR = 8.67E03 }
{ Function 126: X63 = 18.52705406 + -0.18627105 X65, SSR = 8.70E03 }
{ Function 127: X12 = 13.95411909 + 0.97964804 X13, SSR = 8.85E03 }
{ Function 128: X67 = -10.16070148 + 0.13141428 X10 + 5.54412437 X69, SSR = 8.95E03 }
{ Function 129: X37 = 13.15405045 + -0.16248359 X20, SSR = 9.00E03 }
{ Function 130: X127 = 0.24680946 + 0.00904367 X109, SSR = 9.18E03 }
{ Function 131: X67 = -6.95877086 + 0.11072804 X10 + 4.84343687 X71, SSR = 9.22E03 }
{ Function 132: X73 = -9.03713915 + 0.92461113 X66 + 4.62379300 X71, SSR = 9.76E03 }
{ Function 133: X73 = -8.43553629 + 0.17514416 X10 + 0.42365351 X64 + 4.19426919 X71, SSR = 9.85E03 }
{ Function 134: X22 = 10.31716560 + 0.94329197 X37 + -0.13173561 X48 + 0.12543082 X82, SSR = 9.98E03 }
{ Function 135: X82 = -1.82990554 + 0.27350001 X33 + 0.13187611 X35, SSR = 1.01E04 }
{ Function 136: X45 = 29.67118146 + -0.23421665 X48, SSR = 1.01E04 }
{ Function 137: X22 = 10.76727800 + 0.98341045 X37 + -0.13914318 X49, SSR = 1.01E04 }
{ Function 138: X73 = -8.53840835 + 0.18246058 X10 + 0.51020239 X63 + 4.24265931 X71, SSR = 1.02E04 }
{ Function 139: X73 = -8.64458982 + 0.18361768 X10 + 0.66927469 X62 + 4.30104511 X71, SSR = 1.02E04 }
{ Function 140: X73 = -2.46892998 + 0.49599046 X64 + 0.95445606 X67, SSR = 1.03E04 }
{ Function 141: X45 = 26.61062123 + -0.20055976 X49, SSR = 1.06E04 }
{ Function 142: X64 = 0.86784606 + 0.86288191 X66, SSR = 1.07E04 }
{ Function 143: X73 = -2.56435530 + 0.60281824 X63 + 0.98499422 X67, SSR = 1.08E04 }
{ Function 144: X11 = -3.18243627 + 0.63766959 X12, SSR = 1.08E04 }
{ Function 145: X73 = 13.13124335 + -0.15789078 X65 + 0.88172809 X67, SSR = 1.09E04 }
{ Function 146: X73 = -2.56996731 + 0.78897891 X62 + 0.99564187 X67, SSR = 1.09E04 }
{ Function 147: X73 = -1.71479515 + 0.55651336 X64 + 1.07487717 X68, SSR = 1.12E04 }
{ Function 148: X73 = -2.91786340 + 1.01119397 X67 + 0.21843584 X98, SSR = 1.15E04 }
{ Function 149: X73 = -9.29278132 + 0.18635889 X10 + 4.53461614 X71 + 0.16478510 X98, SSR = 1.15E04 }
{ Function 150: X73 = -1.79327825 + 0.68163163 X63 + 1.11161510 X68, SSR = 1.18E04 }
{ Function 151: X73 = -1.78959517 + 0.89409193 X62 + 1.12476609 X68, SSR = 1.20E04 }
{ Function 152: X73 = 15.65163093 + -0.17592219 X65 + 0.97023404 X68, SSR = 1.22E04 }
{ Function 153: X12 = 6.22595030 + 0.82315310 X11 + 0.31051700 X44, SSR = 1.23E04 }
{ Function 154: X72 = -1.55895340 + 0.13355607 X49 + 0.92184226 X78, SSR = 1.25E04 }
{ Function 155: X21 = 26.68634113 + 1.34085016 X14 + -0.26035687 X38, SSR = 1.29E04 }
