Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   
 Function 616: X70 = 11.07 + 0.22 X31, SSR = 2.09E09
 Function 617: X70 = -3.87 + 3.78 X50, SSR = 2.55E09
 Function 618: X70 = 12.02 + 0.89 X52, SSR = 2.09E07
 Function 619: X70 = -19.46 + 2.76 X54, SSR = 3.19E09
 Function 620: X70 = 11.24 + 3.26 X56, SSR = 2.49E09
 Function 621: X70 = 26.87 + 0.76 X58, SSR = 9.19E07
 Function 622: X70 = -4.83 + 2.39 X60, SSR = 3.09E09
 Function 623: X70 = 38.02 + 2.46 X62, SSR = 2.52E09
 Function 624: X70 = 50.70 + 0.57 X64, SSR = 2.80E08
 Function 625: X70 = 23.11 + 1.82 X66, SSR = 3.07E09
 Function 626: X70 = -14.68 + 4.21 X68, SSR = 2.66E09
 Function 627: X70 = -28.88 + 3.05 X72, SSR = 3.34E09
 Function 628: X71 = 3.30 + -12.30 X12, SSR = 6.80E04
 Function 629: X71 = -5.85 + -1.52 X15, SSR = 8.45E04
 Function 630: X71 = 1.66 + 0.66 X20 + -2.02 X22, SSR = 2.16E05
 Function 631: X71 = 1.66 + 0.66 X20 + -2.02 X74, SSR = 2.16E05
 Function 632: X71 = 0.98 + -1.47 X22 + 0.53 X45, SSR = 1.53E05
 Function 633: X71 = 0.98 + 0.53 X74 + -1.47 X45, SSR = 1.53E05
 Function 634: X71 = 0.31 + 0.94 X47, SSR = 8.27E04
 Function 635: X71 = 0.92 + 1.04 X49, SSR = 7.88E04
 Function 636: X71 = -0.03 + 1.00 X53, SSR = 2.32E03
 Function 637: X71 = -0.06 + 0.99 X59, SSR = 4.50E03
 Function 638: X71 = -0.09 + 0.99 X65, SSR = 8.97E03
 Function 639: X72 = 72.01 + 0.00 X14, SSR = 2.37E08
 Function 640: X72 = 36.88 + 0.05 X28, SSR = 1.35E08
 Function 641: X72 = 48.62 + 0.03 X29, SSR = 1.61E08
 Function 642: X72 = 41.52 + 0.04 X30, SSR = 1.44E08
 Function 643: X72 = 32.95 + 0.06 X31, SSR = 1.29E08
 Function 644: X72 = 20.86 + 1.09 X50, SSR = 7.12E07
 Function 645: X72 = 51.01 + 0.18 X52, SSR = 2.28E08
 Function 646: X72 = 4.77 + 0.89 X54, SSR = 2.93E06
 Function 647: X72 = 26.30 + 0.93 X56, SSR = 7.93E07
 Function 648: X72 = 54.14 + 0.16 X58, SSR = 2.32E08
 Function 649: X72 = 11.25 + 0.76 X60, SSR = 1.30E07
 Function 650: X72 = 35.35 + 0.69 X62, SSR = 9.96E07
 Function 651: X72 = 59.14 + 0.12 X64, SSR = 2.41E08
 Function 652: X72 = 22.39 + 0.56 X66, SSR = 3.93E07
 Function 653: X72 = 16.66 + 1.23 X68, SSR = 6.82E07
 Function 654: X72 = 48.47 + 0.21 X70, SSR = 2.27E08
 Function 655: X73 = 1.15 + 0.30 X51, SSR = 1.01E04
 Function 656: X73 = 0.05 + 0.96 X55, SSR = 2.86E03
 Function 657: X73 = 1.11 + 0.29 X57, SSR = 9.76E03
 Function 658: X73 = 0.09 + 0.92 X61, SSR = 5.40E03
 Function 659: X73 = 1.09 + 0.27 X63, SSR = 1.06E04
 Function 660: X73 = 0.12 + 0.89 X67, SSR = 8.25E03
 Function 661: X73 = 1.17 + 0.31 X69, SSR = 1.05E04
 Function 662: X74 = 0.09 + 1.91 X12, SSR = 1.21E04
 Function 663: X74 = 1.51 + 0.24 X15, SSR = 1.25E04
 Function 664: X74 = -0.00 + 1.00 X22, SSR = 8.31E-26
 Function 665: X74 = 0.55 + -0.14 X47, SSR = 1.31E04
 Function 666: X74 = 0.46 + -0.16 X49, SSR = 1.26E04
 Function 667: X74 = 0.58 + -0.14 X53, SSR = 1.28E04
 Function 668: X74 = 0.59 + -0.14 X59, SSR = 1.28E04
 Function 669: X74 = 0.59 + -0.14 X65, SSR = 1.27E04
 Function 670: X74 = 0.58 + -0.14 X71, SSR = 1.29E04
 Function 671: X75 =  N/A
 Function 672: X76 = 125.91 + -0.06 X11, SSR = 9.34E04
 Function 673: X77 =  N/A
 Function 674: X78 =  N/A
 Function 675: X79 = 0.66 + 0.29 X16 + 0.07 X33, SSR = 1.28E03
 Function 676: X79 = 0.03 + 0.36 X95 + 0.41 X16, SSR = 2.23E03
 Function 677: X79 = 0.00 + 1.00 X25, SSR = 1.37E-25
 Function 678: X80 = 0.20 + -0.05 X81 + 0.98 X61, SSR = 3.07E03
 Function 679: X80 = 0.51 + -0.15 X82 + 0.93 X61, SSR = 6.85E03
 Function 680: X80 = 4.39 + -1.39 X67, SSR = 6.11E04
 Function 681: X80 = -0.02 + 0.98 X83, SSR = 2.99E03
 Function 682: X81 = 4.34 + -1.39 X67, SSR = 5.95E04
 Function 683: X81 = -0.02 + 0.98 X80, SSR = 3.07E03
 Function 684: X81 = 0.06 + 0.99 X82, SSR = 3.82E03
 Function 685: X81 = -0.05 + 0.96 X83, SSR = 5.76E03
 Function 686: X82 = 4.24 + -1.37 X67, SSR = 5.90E04
 Function 687: X82 = -0.05 + 0.95 X80, SSR = 7.00E03
 Function 688: X82 = -0.03 + 0.97 X81, SSR = 3.75E03
 Function 689: X82 = -0.07 + 0.93 X83, SSR = 1.07E04
 Function 690: X83 = 0.35 + -0.09 X81 + 0.96 X61, SSR = 5.77E03
 Function 691: X83 = 0.69 + -0.20 X82 + 0.91 X61, SSR = 1.06E04
 Function 692: X83 = 4.42 + -1.39 X67, SSR = 6.31E04
 Function 693: X83 = 0.05 + 0.99 X80, SSR = 3.03E03
 Function 694: X84 =  N/A
 Function 695: X85 = 0.01 + 0.96 X86, SSR = 4.37E03
 Function 696: X85 = 0.03 + 0.89 X87, SSR = 9.83E03
 Function 697: X85 = 0.11 + 0.89 X88, SSR = 4.19E03
 Function 698: X86 = 0.12 + 0.89 X85, SSR = 4.06E03
 Function 699: X86 = 0.02 + 0.94 X87, SSR = 5.72E03
 Function 700: X86 = 0.22 + 0.79 X88, SSR = 7.52E03
 Function 701: X87 = 0.28 + 0.74 X85, SSR = 8.13E03
 Function 702: X87 = 0.17 + 0.84 X86, SSR = 5.10E03
 Function 703: X87 = 0.36 + 0.65 X88, SSR = 1.07E04
 Function 704: X88 = 0.01 + 0.95 X85, SSR = 4.48E03
 Function 705: X88 = 0.03 + 0.91 X86, SSR = 8.65E03
 Function 706: X88 = 0.05 + 0.84 X87, SSR = 1.38E04
 Function 707: X89 =  N/A
 Function 708: X90 = 0.33 + 0.48 X91 + 0.44 X93, SSR = 8.91E04
 Function 709: X91 = 0.74 + 0.70 X90, SSR = 1.07E05
 Function 710: X92 =  N/A
 Function 711: X93 = 0.52 + 0.77 X90, SSR = 1.27E05
 Function 712: X94 =  N/A
 Function 713: X95 = -0.00 + 1.13 X25, SSR = 9.32E03
 Function 714: X95 = 1.25 + 0.14 X33, SSR = 3.57E03
 Function 715: X95 = -0.00 + 1.13 X79, SSR = 9.32E03
 Function 716: X96 =  N/A
 Function 717: X97 =  N/A
 Function 718: X98 =  N/A
}

Algorithm running time: 0 milliseconds.
